occ_group,occ_label,horizon,theta,boot_se,p_value,bh_reject
2,Professional_specialty,0,0.00042960698893857715,0.002982454177776098,0.876,false
2,Professional_specialty,1,0.002683544470726088,0.003746278380011152,0.516,false
2,Professional_specialty,2,-0.0021156768572377885,0.0034766175463657647,0.528,false
2,Professional_specialty,3,-0.00048748069763664023,0.0032757089992165546,0.884,false
2,Professional_specialty,4,0.005264900608679178,0.003556226551250803,0.136,false
2,Professional_specialty,5,0.003132198441919844,0.003822216121220385,0.432,false
2,Professional_specialty,6,0.0030570251616435775,0.003402058341858374,0.368,false
2,Professional_specialty,7,0.004281528914263078,0.00420737674220847,0.268,false
2,Professional_specialty,8,-0.0026341228281742688,0.0037311812373398766,0.452,false
2,Professional_specialty,9,-0.000154822218534697,0.0038494179845169965,0.948,false
2,Professional_specialty,10,0.0028613320592750856,0.004267665961448472,0.492,false
2,Professional_specialty,11,0.0019392661219286437,0.003562290493714498,0.544,false
2,Professional_specialty,12,-0.0033127705349439195,0.004008166117029023,0.384,false
2,Professional_specialty,13,3.1940144653416804e-5,0.003448286049635946,0.896,false
2,Professional_specialty,14,0.001221199253527272,0.0036507073110190313,0.736,false
2,Professional_specialty,15,0.0022013594575511337,0.0037103220627420427,0.552,false
2,Professional_specialty,16,0.006163019111859278,0.003657334914529898,0.124,false
2,Professional_specialty,17,0.0020804972138350323,0.004155580328578148,0.676,false
2,Professional_specialty,18,-0.0027542433801540493,0.0039281918608237675,0.484,false
2,Professional_specialty,19,0.002025884083189007,0.003703021544885927,0.588,false
2,Professional_specialty,20,0.003387459368546461,0.003910677675284676,0.34,false
2,Professional_specialty,21,0.0021331720778446626,0.004373161336713793,0.652,false
2,Professional_specialty,22,0.00430665912699251,0.003981306262138053,0.224,false
2,Professional_specialty,23,0.0016946570730528418,0.0036606039705156415,0.624,false
2,Professional_specialty,24,0.0002581050490215511,0.0040709462704693255,0.908,false
2,Professional_specialty,25,0.0009264594481009897,0.004027087119406226,0.8,false
2,Professional_specialty,26,0.009310929424603048,0.0038622976939093425,0.008,false
2,Professional_specialty,27,0.0035870108787310977,0.004232679186907684,0.372,false
2,Professional_specialty,28,0.0020210206322150022,0.003994215153642924,0.6,false
2,Professional_specialty,29,0.00013527657157473943,0.004314762196005195,0.904,false
2,Professional_specialty,30,0.00023766936691457357,0.003568003293735614,0.956,false
2,Professional_specialty,31,0.005086451524462084,0.0036718814667815874,0.132,false
2,Professional_specialty,32,-0.0038238473274843066,0.003947511330699403,0.312,false
2,Professional_specialty,33,0.0015795131434457117,0.004067122123861128,0.748,false
2,Professional_specialty,34,0.004992461450431025,0.004615998610418628,0.364,false
2,Professional_specialty,35,0.0025058318565542147,0.003731102066452064,0.42,false
2,Professional_specialty,36,-0.002471244521236869,0.003978296456762681,0.556,false
3,High_tech,0,-0.006889912441979904,0.00424817660070901,0.14,false
3,High_tech,1,-0.002810294883663804,0.004901726556480891,0.524,false
3,High_tech,2,-0.010162437547808599,0.004878019183428464,0.036,false
3,High_tech,3,-0.002135091510238839,0.004900789424491031,0.624,false
3,High_tech,4,-0.004132744464404142,0.005091094714557299,0.472,false
3,High_tech,5,-0.0008416103227204307,0.004711462613291443,0.828,false
3,High_tech,6,-0.003897655232114135,0.004457165345465557,0.336,false
3,High_tech,7,0.001485255928093653,0.005364299497711737,0.712,false
3,High_tech,8,-0.0033299436078234623,0.004357561617147004,0.424,false
3,High_tech,9,-0.0063055856780937355,0.004557677730803185,0.132,false
3,High_tech,10,-0.0005817885712226072,0.0059199878832602295,0.92,false
3,High_tech,11,-0.001240853946260967,0.00439500700535518,0.824,false
3,High_tech,12,-0.004962568075492607,0.005225450154445805,0.356,false
3,High_tech,13,-0.00305186658850265,0.00529024959968279,0.552,false
3,High_tech,14,-0.009919670747320256,0.004743431856609282,0.036,false
3,High_tech,15,-0.004625859307307346,0.00581771551369365,0.464,false
3,High_tech,16,-9.273590281202548e-5,0.0048285846180746855,0.96,false
3,High_tech,17,-0.0012835121943855412,0.005609792730626274,0.8,false
3,High_tech,18,-0.00765915706265576,0.004542339646454381,0.104,false
3,High_tech,19,4.791632113378091e-6,0.005320401786345149,0.984,false
3,High_tech,20,0.003083872184384087,0.004784908010747782,0.508,false
3,High_tech,21,-0.002235080459932255,0.005003335923741651,0.736,false
3,High_tech,22,-0.005588834507541521,0.0047539378305548625,0.264,false
3,High_tech,23,-0.0020580528449570343,0.005373629992324587,0.676,false
3,High_tech,24,-0.0033874259636237337,0.004750459628158845,0.476,false
3,High_tech,25,-0.007135904198184679,0.004784862456039729,0.12,false
