occ_group,occ_label,horizon,beta,boot_se,p_value,bh_reject
1,Managerial,0,0.0021174328803119,0.0017819085230738447,0.228,false
1,Managerial,1,0.0009028931939996384,0.002312394342178949,0.696,false
1,Managerial,2,0.0005890248167030826,0.002263460582383618,0.744,false
1,Managerial,3,0.002423677584132243,0.0024520915532181223,0.304,false
1,Managerial,4,-0.0018253967955246346,0.0023609042008648612,0.464,false
1,Managerial,5,-0.00015375305024397683,0.0024030225631771246,0.928,false
1,Managerial,6,-0.000986315000593939,0.0022235683149829408,0.676,false
1,Managerial,7,-0.0011204463555368955,0.0023106971563530403,0.592,false
1,Managerial,8,-0.000328898001026951,0.002295701287982131,0.88,false
1,Managerial,9,-0.0006921667616673137,0.00273270300426794,0.76,false
1,Managerial,10,-0.0028027884170878947,0.00255211684231227,0.228,false
1,Managerial,11,0.00022688359197630566,0.0022490986865560145,0.948,false
1,Managerial,12,0.0018711872608870614,0.002280311290107023,0.408,false
1,Managerial,13,0.0009560064681804238,0.002284679060160428,0.72,false
1,Managerial,14,0.0009187496257617181,0.0023556535589102285,0.788,false
1,Managerial,15,-0.0018515851209639361,0.0024842609561225165,0.496,false
1,Managerial,16,-0.0037752008340292877,0.002211739505194478,0.092,false
1,Managerial,17,-0.0015268257997096849,0.0022781790557997454,0.532,false
1,Managerial,18,0.0007064294986773416,0.0020919219949393397,0.712,false
1,Managerial,19,-0.002153537508874266,0.002251592322068466,0.312,false
1,Managerial,20,-0.004295897921816979,0.0025831749994176152,0.1,false
1,Managerial,21,-0.002355578516899744,0.002473428431661115,0.316,false
1,Managerial,22,-0.0040842111274280325,0.0023880531907108133,0.076,false
1,Managerial,23,-0.001173376681067188,0.0024255075905334766,0.596,false
1,Managerial,24,1.2796139616447097e-5,0.00260006436155092,1.0,false
1,Managerial,25,0.0030278590019647608,0.002578045404160402,0.28,false
1,Managerial,26,-0.0019108995840998318,0.0022127279802855774,0.352,false
1,Managerial,27,-0.0024572696664032835,0.0022866027894555678,0.276,false
1,Managerial,28,-0.0013043471188554608,0.0023707260050522517,0.588,false
1,Managerial,29,0.0013560485476642953,0.0024538838158603533,0.644,false
1,Managerial,30,-0.0008258610128523394,0.0021715004646843867,0.652,false
1,Managerial,31,-0.002675469903993104,0.002566759116390977,0.268,false
1,Managerial,32,0.0029361205869241503,0.002458766709110335,0.252,false
1,Managerial,33,0.00022419583789108223,0.0023937515315563492,0.924,false
1,Managerial,34,-0.0011219831545564321,0.0026075021753709346,0.636,false
1,Managerial,35,-0.0012225557568661303,0.0025626256883839607,0.572,false
1,Managerial,36,-0.001221751579305754,0.0025450689433615973,0.588,false
2,Professional_specialty,0,0.0016231862350403119,0.0019211177791155468,0.388,false
