occ_group,occ_label,horizon,beta,boot_se,p_value,bh_reject
1,Managerial,0,-0.001005714228863428,0.0031291879198853826,0.68,false
1,Managerial,1,-0.0013627669773968664,0.003409859881820617,0.668,false
1,Managerial,2,-0.0025037393416810685,0.0027264899968430035,0.388,false
1,Managerial,3,-0.0007088701520560907,0.003050143859602839,0.796,false
1,Managerial,4,-0.00548797937614567,0.002815372480289796,0.06,false
1,Managerial,5,0.0032320944098170913,0.0033885888487051657,0.368,false
1,Managerial,6,-0.003300397053804762,0.002860939155872662,0.232,false
1,Managerial,7,-0.0018307357652194351,0.0030682863997347383,0.484,false
1,Managerial,8,0.0007474751304871657,0.0032139256643808354,0.812,false
1,Managerial,9,0.0003543068426290997,0.0035564858747167485,1.0,false
1,Managerial,10,-0.001405236283634768,0.003376418549684151,0.596,false
1,Managerial,11,0.003580006907400559,0.0026879639919362387,0.172,false
1,Managerial,12,0.005188611761637678,0.0031846055553098806,0.124,false
1,Managerial,13,0.0017834201072540543,0.0032907994194172154,0.616,false
1,Managerial,14,-0.001539146866172243,0.002943680463574185,0.56,false
1,Managerial,15,-0.0018939838666302844,0.0033073992077510086,0.544,false
1,Managerial,16,-0.003523549526497855,0.0030357513442353973,0.232,false
1,Managerial,17,-0.0030976957931522246,0.0033558152964438745,0.352,false
1,Managerial,18,-0.00316712891811999,0.0032224717527784635,0.36,false
1,Managerial,19,-0.00400093703830167,0.0025518250380971432,0.128,false
1,Managerial,20,-0.0024826077054373097,0.0032720286811339307,0.46,false
1,Managerial,21,-0.0039940283384684765,0.0035996775023669704,0.24,false
1,Managerial,22,-0.003787093255260667,0.002868288037924433,0.164,false
1,Managerial,23,-0.0013757603321721832,0.0030716514697403277,0.672,false
1,Managerial,24,-0.003653472570877363,0.003365217709825339,0.276,false
1,Managerial,25,-0.0026703089360597056,0.0029330287067373378,0.328,false
1,Managerial,26,-0.003300408535058886,0.002690551791192998,0.212,false
1,Managerial,27,-0.0030358623626802524,0.0034345853832144714,0.336,false
1,Managerial,28,-0.0016437053784718627,0.0027907636395111835,0.572,false
1,Managerial,29,0.0012677895193148427,0.0033315210661315825,0.736,false
1,Managerial,30,-0.0004833910226470988,0.0028837993600515596,0.852,false
1,Managerial,31,-0.00046536532312150224,0.003201719154152765,0.824,false
