horizon,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,1.2935001425810092e-5,0.0005448321811003867,-0.0007032840804380603,0.000631528780699803,-0.00043499916109516817,0.0003856521444966771
1,-0.0005726338008882,0.0005144948679293018,-0.0012052907456855419,6.366431289640242e-5,-0.0009922608581101377,-0.00017828783214097522
2,-0.00010768332510459986,0.0006521955912462224,-0.0010370897043166963,0.0007349715825407378,-0.0006098527115587359,0.0003540424235950622
3,-0.0009953797586501976,0.0004751677959823478,-0.001611757588013398,-0.00031227234196581845,-0.0013782419594111199,-0.0005976375449335389
4,-0.00038515080995403544,0.0006030289207688772,-0.0010878246914307209,0.0003075412234656649,-0.0008284309901529447,2.7600707648019955e-5
5,-0.001094804353748229,0.0005568062606280122,-0.0018398604364470205,-0.0003269798530865014,-0.0015130329236141698,-0.0006334996602945283
6,-0.0009352599931616999,0.0005293321777596379,-0.001638575508648391,-0.00020815359713158732,-0.001373353196976492,-0.00046184454822870017
7,-0.0006791826438930119,0.0005363238010330606,-0.0014627046816441083,-2.9078464981194263e-5,-0.0010915691049844898,-0.0002878923568935645
8,-0.0009253647489303697,0.0005890987078335192,-0.0017885922293769032,-0.00021881818111461242,-0.0014322759570733305,-0.00048361174521039464
9,-0.00010373979901757795,0.0005914622901818319,-0.0008775392038395314,0.0006345941186928801,-0.0005500193787087377,0.0003379856048215321
10,-0.0007508688679135931,0.0006845783057653124,-0.0017576358795701919,4.540524933766368e-5,-0.0013316063800459296,-0.00023642019029673507
11,-0.0004355275014816771,0.000617921094159353,-0.0011171195428139875,0.0003250864434564082,-0.000840408281272453,3.583421881126489e-5
12,-0.0005153960392320073,0.0007218375533038449,-0.0015423302532311459,0.00027604020369338786,-0.0011544033249651204,-3.327843927556246e-5
13,-0.0011591218757186499,0.0004801527397962759,-0.0017831182358919828,-0.0005913431323753372,-0.0014988653466207788,-0.0008030605477614432
14,-0.0007210669977403995,0.0006076346815988528,-0.0014590233497717361,3.996720036984888e-5,-0.0012009483029324455,-0.0002383742547019271
15,-0.0003238883798938703,0.0005127975380079347,-0.0010287160326222574,0.00032899810699365834,-0.0007178033689215938,8.06349662058117e-5
16,-0.0007087857841454573,0.0005695367816892007,-0.0014355204721012067,1.85954603494421e-5,-0.0011664476966694582,-0.0002559764540704412
17,-0.0010568682107937053,0.0006113345900298037,-0.0017106972761161382,-0.00032398018345812496,-0.001476373426590345,-0.0005905054462492102
18,-0.00011106391850959164,0.0007298278402399337,-0.0009371462348437019,0.000802412720748477,-0.0006125290875239167,0.000421461105573699
19,-0.0004343301288786938,0.000591474603337614,-0.0011999554100034667,0.0003255886723997643,-0.0008685716064307387,2.2444369060465555e-5
20,-0.0007837665199721199,0.0006103971712761432,-0.0017199482313319586,-9.018412886415718e-5,-0.00134258660062437,-0.0003656434661291032
21,0.000865421565129903,0.0006283953073324733,-2.8305823907038034e-5,0.001664437072435524,0.0003928467293241062,0.0013535959423573523
22,-0.00043430186259326825,0.0005826866387993501,-0.001168734407090892,0.0003428784456158029,-0.0008921092284954721,1.2019259109029637e-5
23,-0.00013690430535061974,0.0006073615233255685,-0.0008893994867772021,0.000690407700260384,-0.000563431487441047,0.00035473429782030075
24,8.833577834029579e-6,0.0006791919102987984,-0.0008538379888610617,0.0008364450100019309,-0.00048383463306491103,0.0005079365452256554
25,-0.0006938198509658194,0.000601490966632137,-0.0014888002084956788,0.0001373374733266129,-0.0011628968408465656,-0.0001561842092352273
26,-0.0011710667800273957,0.0007026282548517155,-0.0019960678193771905,-0.00023638100414903,-0.0016890475865253614,-0.0005869713067602053
27,-0.000716432022999754,0.0006038973519706322,-0.0014702965753741787,1.547703870120019e-5,-0.001130323997739436,-0.0002488491188709606
28,7.239805871452121e-5,0.0006107591899276369,-0.0007656807258896231,0.0009200403590975696,-0.00040192926721559024,0.0005138002529849623
29,-0.0006172799834194842,0.0004906117142321085,-0.0012349175246710417,2.5989333826087566e-6,-0.0009907108659188263,-0.0002311750705652724
30,-0.00011523456742849033,0.0005225059480232508,-0.0008788976151649898,0.0005256416443449977,-0.0005752122059831807,0.000296236572878637
31,-0.0007930513580520808,0.000710867243183008,-0.0017391560296350062,0.0001479589364093756,-0.0013468449491254864,-0.00019994091306837342
32,-0.0004198869398262012,0.0006385036744342151,-0.0012321819740180294,0.00035381498781553503,-0.0009187092562545533,6.34963085841938e-5
33,0.0001506793695781133,0.0005471430129040045,-0.0005712207540997027,0.0009149512055538756,-0.00029008238790519017,0.0005949090781447841
34,0.00017925483652829802,0.0005989440996534133,-0.0005259957408294936,0.001020394736718513,-0.0002637053916719988,0.0006663155138126246
35,0.00027054631244658025,0.0005807489303875614,-0.0004361698287757509,0.0010992506350889883,-0.0001542881130498088,0.0007631181980823666
36,-0.0003880641595675793,0.0006833319250706492,-0.0010600390379951808,0.000479763130304644,-0.0008149336110820347,0.00016920699260071823
