group_id,cum_irf,oil_intensity,fitted,residual,alpha,delta,r_squared,var_share
1,-0.006029284253894716,0.6266343451119423,-0.005216681301325207,-0.0008126029525695093,0.0022150995448838684,-0.011859836448768953,0.05157394777060964,0.051573947770609446
2,0.003048449902643248,0.11084487521208565,0.0009004974536843287,0.0021479524489589194,0.0022150995448838684,-0.011859836448768953,0.05157394777060964,0.051573947770609446
3,-0.016738791567626934,0.006227707021533097,0.0021412399581576358,-0.01888003152578457,0.0022150995448838684,-0.011859836448768953,0.05157394777060964,0.051573947770609446
4,0.019497032121457397,0.022154559546974803,0.0019523500920622344,0.017544682029395162,0.0022150995448838684,-0.011859836448768953,0.05157394777060964,0.051573947770609446
