ind_group,ind_label,horizon,beta_abs,theta,boot_se,p_value,bh_reject
1,Agriculture_forestry_fishing,0,-0.012461487872095979,NaN,0.006796177208103878,0.056,false
1,Agriculture_forestry_fishing,1,-0.014238769141073521,NaN,0.006443562068763664,0.02,false
1,Agriculture_forestry_fishing,2,-0.0171436739766435,NaN,0.00605956197491478,0.008,false
1,Agriculture_forestry_fishing,3,-0.012691340048900292,NaN,0.006087110558163491,0.024,false
1,Agriculture_forestry_fishing,4,-0.0012933326358383612,NaN,0.006239455055913069,0.804,false
1,Agriculture_forestry_fishing,5,-0.012692916667103175,NaN,0.005928292868996096,0.028,false
1,Agriculture_forestry_fishing,6,-0.010681526075305186,NaN,0.006566418606774819,0.1,false
1,Agriculture_forestry_fishing,7,-0.011262743261227837,NaN,0.006150873519712327,0.06,false
1,Agriculture_forestry_fishing,8,-0.006955060539924734,NaN,0.006276731818125399,0.248,false
1,Agriculture_forestry_fishing,9,-0.006611506350920592,NaN,0.006724724055969808,0.332,false
1,Agriculture_forestry_fishing,10,-0.010302187327864875,NaN,0.006176300643345834,0.096,false
1,Agriculture_forestry_fishing,11,-0.015927414626422245,NaN,0.0063859672132838335,0.008,false
1,Agriculture_forestry_fishing,12,-0.012460275719574466,NaN,0.007375535355201632,0.084,false
1,Agriculture_forestry_fishing,13,-0.015365330736654503,NaN,0.0064748665135602335,0.024,false
1,Agriculture_forestry_fishing,14,-0.012281812683155924,NaN,0.007147065810073091,0.096,false
1,Agriculture_forestry_fishing,15,-0.013999554842001596,NaN,0.006891547683073722,0.064,false
1,Agriculture_forestry_fishing,16,-0.00828327713406458,NaN,0.0067562619821031926,0.24,false
1,Agriculture_forestry_fishing,17,-0.01108178917493183,NaN,0.0074612787324212886,0.156,false
1,Agriculture_forestry_fishing,18,-0.011855438184136011,NaN,0.007150937786249875,0.136,false
1,Agriculture_forestry_fishing,19,-0.003629016889441767,NaN,0.00702678271903571,0.56,false
1,Agriculture_forestry_fishing,20,-0.0019457918202600568,NaN,0.0058232281191605674,0.744,false
1,Agriculture_forestry_fishing,21,-0.007983511001869396,NaN,0.007210830102576378,0.256,false
1,Agriculture_forestry_fishing,22,-0.004842996864527776,NaN,0.007034133931504415,0.48,false
1,Agriculture_forestry_fishing,23,-0.019862262927793646,NaN,0.007340594835653588,0.004,false
1,Agriculture_forestry_fishing,24,-0.005007496747174678,NaN,0.007515628308462833,0.576,false
1,Agriculture_forestry_fishing,25,-0.012185070739615365,NaN,0.007321358808961097,0.08,false
1,Agriculture_forestry_fishing,26,-0.00726420643987639,NaN,0.007472676511056912,0.336,false
1,Agriculture_forestry_fishing,27,-0.007568057547030814,NaN,0.007539168896011879,0.336,false
1,Agriculture_forestry_fishing,28,-0.01262665981599709,NaN,0.006731721649039381,0.068,false
1,Agriculture_forestry_fishing,29,-0.00833858151301643,NaN,0.007482616680793234,0.324,false
1,Agriculture_forestry_fishing,30,-0.011594636794286366,NaN,0.007106223760997539,0.12,false
1,Agriculture_forestry_fishing,31,-0.020597105795490806,NaN,0.006821510550170232,0.0,true
1,Agriculture_forestry_fishing,32,-0.013549598257905013,NaN,0.007358973145947597,0.068,false
1,Agriculture_forestry_fishing,33,-0.004392198756989115,NaN,0.0076714526884098895,0.584,false
1,Agriculture_forestry_fishing,34,-0.007337726679958616,NaN,0.007258509646026671,0.276,false
1,Agriculture_forestry_fishing,35,-0.00732707701507522,NaN,0.0070967659399219715,0.336,false
1,Agriculture_forestry_fishing,36,-0.0044470486048248355,NaN,0.0066711614149069795,0.62,false
2,Mining,0,-0.011131907144136083,NaN,0.010391229845890464,0.248,false
2,Mining,1,0.01631161089387736,NaN,0.010374010806911709,0.156,false
2,Mining,2,-0.003874840947038497,NaN,0.01045655238660854,0.72,false
2,Mining,3,-0.004601803612231384,NaN,0.010163348385784126,0.688,false
2,Mining,4,-0.004963461450121027,NaN,0.010855231235800403,0.668,false
2,Mining,5,0.004811136508568955,NaN,0.009294662902383212,0.636,false
2,Mining,6,-0.005347656413596594,NaN,0.010848374987818708,0.616,false
2,Mining,7,0.01547916486425546,NaN,0.009148818158403061,0.084,false
2,Mining,8,0.0027899715903501954,NaN,0.01219712186950671,0.9,false
2,Mining,9,0.00021632852300024964,NaN,0.010633488486771715,0.988,false
2,Mining,10,0.005405313725222863,NaN,0.01027433105903122,0.564,false
2,Mining,11,0.019593203349777846,NaN,0.010157241556781724,0.048,false
2,Mining,12,0.0005743843901941957,NaN,0.010187396513585481,0.992,false
2,Mining,13,0.0005996352619387987,NaN,0.009924995159742605,1.0,false
