horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.0008627805459065027,0.0009249695600812261,-0.0006677055066105714,0.002573224975174749,-0.0005936195287660723,0.002383710250237226,-0.00021168349947681223,0.0017399378002393258
1,-0.00023646455450389794,0.0012806672658899352,-0.0028613468229021386,0.0020712116615912205,-0.0025124796694423962,0.0014658192569376525,-0.0015768315550592459,0.0009431316738561425
2,4.758759722294838e-5,0.001442925445343316,-0.0028861011991515905,0.002666777519262838,-0.0025022394436044026,0.0023179896163386723,-0.0013406320337069528,0.0013734239107895216
3,0.0015499159705463562,0.0015058178794916431,-0.0014544589556268204,0.004495666821614523,-0.0009830164007180798,0.0040381842793934765,-3.296688535443825e-5,0.003035946921025093
4,0.002231398537003024,0.0015553331119500396,-0.0011244829030592602,0.005091483496849047,-0.00033808816062251963,0.004643074140701338,0.0005739910396013999,0.0037241086865787056
5,0.0022940223694420283,0.0016153938007165399,-0.0007062733947987147,0.005617795319213709,-0.0004032055554862115,0.004817198509034846,0.0006018499900540302,0.0036608786120759726
6,0.0014456711079643644,0.0016980580813048122,-0.0015125969262047949,0.0047241486286217485,-0.0012390381238288754,0.004158107788375306,-0.00039221123158345755,0.003082166180393467
7,0.0005082856393401951,0.0016100076045191707,-0.002397754554160055,0.003813359998588539,-0.0020744295720378694,0.003207129993288878,-0.00124757656086124,0.0020225740497824564
8,-0.0003683154156009481,0.0016222953137354614,-0.003405340399922587,0.002749824331930271,-0.0030773714797027295,0.0023075546441656035,-0.0020732516523867196,0.001213967605664913
9,0.0003853011188071563,0.0013802989137144013,-0.0022772534420318607,0.003107524080355004,-0.0018903013960916632,0.002661506689729791,-0.0010326633070963213,0.0015899962532293658
10,0.0007033609418630879,0.0013565322718446476,-0.0020688789452675722,0.003563188670839905,-0.0017069587327568352,0.002864462060496878,-0.0006710989967444978,0.0020743124017686505
11,0.0009508677785830057,0.00132072507948569,-0.0017029362701724109,0.0032295730554019898,-0.0014636741144668476,0.002861439950016295,-0.0005509295897575589,0.0020244335688781815
12,0.001293698909713663,0.0013194487181971807,-0.0014309459295148486,0.003448385237157246,-0.0009721312439508452,0.00322631794421584,-0.00013708063007658355,0.0024339862796649114
13,0.001497270295293274,0.0014660361054833523,-0.0017253131220997728,0.004487805386716977,-0.001098983353007229,0.0034780262477101622,-0.0002832335040284928,0.002680135868670321
14,0.002192260563176453,0.001637022794447516,-0.001027946010105649,0.005300698244377236,-0.0005536509424925231,0.004835801187505584,0.00044912013966962467,0.0037566544391794453
15,0.002806976857899071,0.0018066951057061984,-0.0006777378118278941,0.00632478381288167,-5.811636376967423e-5,0.005796149926617633,0.0009675462715377193,0.0045403896962516845
