ind_group,ind_label,horizon,beta_abs,theta,boot_se,p_value,bh_reject
1,Agriculture_forestry_fishing,0,-0.0010081826087612901,NaN,0.0022071220180445456,0.568,false
1,Agriculture_forestry_fishing,1,-0.006939450620684819,NaN,0.003343785819875748,0.036,false
1,Agriculture_forestry_fishing,2,-0.009848169576376815,NaN,0.0048498002512023875,0.024,false
1,Agriculture_forestry_fishing,3,-0.009585239293949294,NaN,0.005795620453243933,0.112,false
1,Agriculture_forestry_fishing,4,-0.00943233549457207,NaN,0.006069307230891053,0.148,false
1,Agriculture_forestry_fishing,5,-0.004767773512905801,NaN,0.005820762740466819,0.384,false
1,Agriculture_forestry_fishing,6,-0.0011912599268854565,NaN,0.0052684303215710165,0.8,false
1,Agriculture_forestry_fishing,7,0.0006126060257174709,NaN,0.005095815505709253,0.888,false
1,Agriculture_forestry_fishing,8,0.0018464112472435898,NaN,0.00478701370008112,0.76,false
1,Agriculture_forestry_fishing,9,0.0029660521886440694,NaN,0.0043057131247569765,0.468,false
1,Agriculture_forestry_fishing,10,0.003575314402252113,NaN,0.0034049876348593382,0.328,false
1,Agriculture_forestry_fishing,11,0.0017694426507512912,NaN,0.002434005262512751,0.452,false
1,Agriculture_forestry_fishing,12,0.0010975173422637643,NaN,0.0032821664517750653,0.744,false
1,Agriculture_forestry_fishing,13,-0.002550132203199199,NaN,0.004075713321259634,0.516,false
1,Agriculture_forestry_fishing,14,-0.005719179714450145,NaN,0.004910839999823698,0.256,false
1,Agriculture_forestry_fishing,15,-0.0062059611592228635,NaN,0.005879761940615435,0.3,false
1,Agriculture_forestry_fishing,16,-0.0037335554822942115,NaN,0.006232296339762018,0.58,false
1,Agriculture_forestry_fishing,17,-0.0010054612552446798,NaN,0.006218762824061241,0.892,false
1,Agriculture_forestry_fishing,18,0.00504809044934686,NaN,0.005575002565263151,0.34,false
1,Agriculture_forestry_fishing,19,0.0033964449668409187,NaN,0.004812912525734962,0.46,false
1,Agriculture_forestry_fishing,20,0.0046132013611234176,NaN,0.005070694866922323,0.388,false
1,Agriculture_forestry_fishing,21,0.005478223451954847,NaN,0.004373105559579043,0.2,false
1,Agriculture_forestry_fishing,22,0.0039457881035744385,NaN,0.0035568026277985384,0.28,false
1,Agriculture_forestry_fishing,23,0.004882092340233959,NaN,0.0029061016450421754,0.076,false
1,Agriculture_forestry_fishing,24,0.0006783379096233564,NaN,0.003236640565582288,0.788,false
1,Agriculture_forestry_fishing,25,-0.005257869153365066,NaN,0.0041396946552957345,0.184,false
1,Agriculture_forestry_fishing,26,-0.006784220889001985,NaN,0.00516356674845486,0.18,false
1,Agriculture_forestry_fishing,27,-0.006195796438934787,NaN,0.005681054792690566,0.216,false
1,Agriculture_forestry_fishing,28,-0.003397524943258445,NaN,0.006096671229508659,0.632,false
1,Agriculture_forestry_fishing,29,0.00028101124237469926,NaN,0.005940087341473102,0.96,false
1,Agriculture_forestry_fishing,30,0.004084885511212152,NaN,0.005327391347493143,0.444,false
1,Agriculture_forestry_fishing,31,0.0013533973444375708,NaN,0.005063807599858218,0.856,false
1,Agriculture_forestry_fishing,32,0.0018535228826452668,NaN,0.004572459481921598,0.764,false
1,Agriculture_forestry_fishing,33,0.001686406128872186,NaN,0.004344804995282727,0.66,false
1,Agriculture_forestry_fishing,34,0.0015354031845992739,NaN,0.003267117822041239,0.644,false
1,Agriculture_forestry_fishing,35,0.003394407864760609,NaN,0.0029330860094103736,0.22,false
1,Agriculture_forestry_fishing,36,-0.0004498156177809723,NaN,0.0033131118898585524,0.884,false
2,Mining,0,-0.0009292380306603229,NaN,0.001781082939306338,0.556,false
2,Mining,1,-0.0031175122683445165,NaN,0.0021704871429654884,0.132,false
2,Mining,2,-0.004003350556609568,NaN,0.002822936039841373,0.148,false
2,Mining,3,-0.006671510508105979,NaN,0.003149527354366324,0.044,false
2,Mining,4,-0.006969085968778537,NaN,0.0031599238034118013,0.02,false
2,Mining,5,-0.008985938411197809,NaN,0.003652922208060445,0.02,false
2,Mining,6,-0.008871579688638914,NaN,0.003939202702559601,0.02,false
2,Mining,7,-0.008967577593692941,NaN,0.0038131915146449704,0.028,false
2,Mining,8,-0.009110768322233833,NaN,0.00404258711489666,0.032,false
2,Mining,9,-0.004677003661124901,NaN,0.004346449450327249,0.304,false
2,Mining,10,-0.002045309733122365,NaN,0.004903542012699509,0.684,false
2,Mining,11,-0.0030142334938785343,NaN,0.0047837787618205336,0.536,false
2,Mining,12,-0.0032732769880128576,NaN,0.00451694782777433,0.444,false
2,Mining,13,-0.0020220856655314198,NaN,0.005145366760833315,0.628,false
2,Mining,14,0.00012259191732844535,NaN,0.004698421643629408,1.0,false
2,Mining,15,-0.0009381601802396404,NaN,0.004145399119585357,0.776,false
2,Mining,16,-0.0015134004208962428,NaN,0.004197090726638727,0.624,false
2,Mining,17,-0.00015558560202941611,NaN,0.0038917094818233574,0.9,false
2,Mining,18,-0.0016464101347050193,NaN,0.0039806718788469656,0.604,false
2,Mining,19,7.507163678386111e-5,NaN,0.0042747195548641015,1.0,false
2,Mining,20,-0.004775459041113126,NaN,0.004091252042541259,0.24,false
2,Mining,21,0.0010916669331498038,NaN,0.0043109138654798046,0.84,false
2,Mining,22,-0.0020510734564548306,NaN,0.003935841981291652,0.596,false
2,Mining,23,0.001848222520981425,NaN,0.003726918319163722,0.624,false
2,Mining,24,0.001591157612629526,NaN,0.00396287584325968,0.716,false
2,Mining,25,0.0033326521403801664,NaN,0.003927259542361147,0.46,false
2,Mining,26,-0.002317647170032689,NaN,0.003566215601640623,0.48,false
2,Mining,27,-0.00048631834156084684,NaN,0.0035293769401357083,0.912,false
2,Mining,28,0.0020937126822434798,NaN,0.0031580389790643094,0.508,false
2,Mining,29,0.002944605667233119,NaN,0.003417634579881202,0.384,false
2,Mining,30,0.0015172886954965042,NaN,0.003282453592268938,0.692,false
