horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68,theta,boot_se_theta,ci_lo95_theta,ci_hi95_theta,ci_lo90_theta,ci_hi90_theta,ci_lo68_theta,ci_hi68_theta
0,0.0015532793201178516,0.0008692473307174603,-1.0314567186865359e-5,0.0031505770909716502,0.0001285644896556769,0.0029878980685008405,0.0005864836185120516,0.002389183374517638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,0.0004969524548250675,0.0012580664218853493,-0.0023046747189448833,0.0028196444505647284,-0.0016947050249591655,0.0024613178782992235,-0.0007728069749602024,0.0015579499775913359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,1.4463574035554893e-5,0.0015071046191892168,-0.0030834564846219078,0.0028478891797823957,-0.002426519488071583,0.0024930111435280643,-0.0014670152423043393,0.0014764866191497368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,0.0013967850176427325,0.0015492254052342494,-0.0015651806397780008,0.004542460487942988,-0.0009518721991379005,0.00397163072613615,-0.00013286436016039687,0.002962348985777347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,0.0013090458855675713,0.0016700733431502055,-0.0018062141420942509,0.004298185130784424,-0.001445617055437116,0.004089932013701331,-0.00046521051560219915,0.0029439896040714536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.0022725924655803116,0.001677195144694311,-0.000830472391249955,0.005914867084307286,-0.000329619779778614,0.005273225172749893,0.00048491654882732224,0.003809840683327328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.001989077389984412,0.0018036841102537725,-0.0013898890098642076,0.005742266765763189,-0.000776364687474068,0.005036208917092445,0.00015966056975358472,0.003793874238121448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.0028910541849927356,0.001697417633341828,-0.0002724132083259607,0.00605771264826651,2.1666235257599282e-5,0.00559910161268557,0.0010509904289902517,0.004540530868681004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.0021510892487716237,0.0018687739871775023,-0.0011988224143720167,0.005989901164565205,-0.0009105484473201214,0.005238679157101489,0.0001043477994779501,0.003910508949504444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,0.0023317187942796386,0.0017211724786934254,-0.0008901952502226809,0.0056999234233526055,-0.00047588135095139256,0.005364718672030189,0.0006075856637524466,0.004016353705860209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,0.002852525971303424,0.0019505995434749629,-0.0009145410987761759,0.007101732490123469,-0.00024868593641363105,0.006016917901517261,0.0008286274913063117,0.00462683120992894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
