horizon,coef_name,beta,dk_se,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68,n_boot_valid
0,intercept,7.430694590930266e-10,0.0005507080396147988,0.0007246441539912122,-0.0014222227587679858,0.0015004648847294212,-0.0011161367855226348,0.0013123610023289146,-0.0006988326623323462,0.0007442512854995082,500
0,shock,-0.004146981275535346,0.003955744736702278,0.004075753169300649,-0.012414894726806626,0.0036558089702083893,-0.011334935893508013,0.0023898356173338428,-0.008300119351192015,-0.00030435905125799875,500
0,shock_x_occ2,-0.0009551083159751727,0.005398274709944396,0.005831622567787629,-0.01186241455288795,0.01056102051991774,-0.010205695514211301,0.007831393303038786,-0.0063817637770848664,0.004979174187378211,500
0,shock_x_occ3,-0.005623414359771306,0.007441407734658055,0.007583748610501808,-0.019977157347239972,0.009254701598528538,-0.017857162785324558,0.006936535291975323,-0.012722065385347871,0.0025028179775530308,500
0,shock_x_occ4,-0.012183658717279767,0.008217785823760076,0.007968883471059944,-0.028641536002756103,0.0033655982602903787,-0.025922152628010186,0.0011441416506616337,-0.019712897509122213,-0.004643237207801897,500
0,shock_x_occ5,0.006303614214651174,0.005387458807298128,0.005923864134743515,-0.0049350908659102286,0.017859548814312516,-0.002951481071035786,0.016177926269292976,0.0010148283549466113,0.012423000908578188,500
0,shock_x_occ6,0.010267196491430354,0.006645551257530039,0.007336077004558283,-0.0029112846693353667,0.024211673580413134,-0.0011161742172863497,0.022970857021190984,0.00316863469684928,0.017978012619181253,500
0,shock_x_occ7,0.004734499774164754,0.006990711650423667,0.007143366440830157,-0.009410860580588702,0.017771903238451674,-0.007426405522096213,0.01568804386067809,-0.0028747237516163395,0.011611628583596812,500
0,shock_x_occ8,-0.002783712573827409,0.0062590812572174415,0.006225383025691411,-0.014926318138823415,0.008990009943205682,-0.013012877166867581,0.0078081387893733775,-0.008759781659735535,0.0035536717609285892,500
0,shock_x_occ9,0.006545351937291118,0.006005670366314471,0.0059075166689465585,-0.003481302672937512,0.018546062999644817,-0.00277756313684467,0.01683988572183255,0.001073350114648254,0.012867051732465065,500
0,shock_lag1,0.0034459543582239,0.0021125674569158768,0.0022469187414460487,-0.0010784458325101324,0.007406485259872876,-0.0004314487098257176,0.006963264179445276,0.001028057630591136,0.0055073990242264555,500
0,shock_lag2,-3.378746795630376e-5,0.0017660034299375477,0.0019652953284976828,-0.0037777987381331607,0.004009036146226512,-0.003327023401893595,0.0032194328588307547,-0.0020603230392209574,0.0017307182855319082,500
0,shock_lag3,-0.0004734078246214047,0.001843471563142345,0.0018862982028762106,-0.0038215566873010718,0.0035961904271192774,-0.0032929195881007786,0.0031516033296852303,-0.0020582596982135415,0.0015702463332328885,500
0,shock_lag4,-0.0021704645389798035,0.0018307878345773334,0.0019899792688240084,-0.006102121743135153,0.001419056569171105,-0.005346137320563053,0.0007751074779702618,-0.004198227409153958,-0.00034290541007652705,500
0,shock_lag5,0.002977668224670093,0.0017921981952283255,0.001953560931060026,-0.000986229562002784,0.006725099260319717,-0.0003584288181711951,0.00613728097689508,0.0009715098236095973,0.0048669513813785715,500
0,shock_lag6,0.0003256978571154092,0.0017779764785542179,0.0019104682851291714,-0.0038286178188993176,0.003951037984669696,-0.0029573101062570803,0.0034192087442705293,-0.0017681941887245645,0.001864197857849289,500
0,shock_lag7,-0.0017050156732794778,0.0019108256462181206,0.0020131410677472227,-0.005531719145317592,0.0021932445213870733,-0.004919609555237217,0.0015867134590408032,-0.0037847352946038457,0.00031510437891284514,500
0,shock_lag8,0.004244019967185118,0.0019191571231499626,0.0020019669730871065,0.00014381664110678003,0.008133487299975452,0.0010613863135740425,0.007372459405736522,0.0022997659376939933,0.006280627149063377,500
0,shock_lag9,-0.004559366299799211,0.002108541589308918,0.0022114308631707496,-0.00873691453172594,-0.0002782456601426895,-0.008004035564292541,-0.000990246031756277,-0.0067517282521508,-0.0022211361744339385,500
0,shock_lag10,0.0006993854515169781,0.0021209047423576713,0.0021149240737890393,-0.003445736108079754,0.004577833800043471,-0.0030382534561602848,0.004251274122608003,-0.0016099525168684645,0.0028167401106868007,500
0,shock_lag11,-0.0008521199332377582,0.0020776125428527093,0.002110273426469956,-0.004873186891106894,0.003489592769215924,-0.0040435769999216335,0.0028420681278801766,-0.002809423753020505,0.0014471152491992237,500
0,shock_lag12,0.0004330106972984194,0.0018980750425183757,0.0020301332631091885,-0.003611605412927533,0.004063797592017246,-0.003009890612256397,0.0034885250527584913,-0.0016206516256406902,0.002411086166586455,500
0,log_oil_lag1,0.0020758402364391025,0.0025007574081359054,0.0030655117582743608,-0.00322773022279571,0.00855395794500067,-0.002275730126490691,0.0077272137327599934,-0.0007712455928452528,0.005492496508096442,500
0,ffr_lag1,0.0005680429713945253,0.0004725277017272257,0.0006129397532165117,-0.0006155146087117163,0.0018082612283479777,-0.0004261907641348625,0.0015308218334382161,-6.0201574824819304e-5,0.0011085678453735118,500
0,cpi_lag1,-4.301000945596435e-5,5.809549261504572e-5,7.097760442060513e-5,-0.00017278168611638758,9.875885398387876e-5,-0.00015915308654877746,7.963157671872308e-5,-0.00011784966422210508,2.5289229813126548e-5,500
0,indpro_lag1,-6.496949052569639e-5,0.00016050021658904994,0.00019666743630185094,-0.0004680330680699846,0.00027360955924365607,-0.00040757284425838454,0.00024368989118508258,-0.0002759572627420875,0.0001268440745474913,500
0,log_rincome,-0.42794995083310233,0.05604864321420659,0.06048448692190515,-0.5523816270702475,-0.3196607637478117,-0.5295671338461619,-0.33495298135842255,-0.4997019764094498,-0.37641903595707066,500
