occ_group,occ_label,horizon,beta,boot_se,p_value,bh_reject
1,Managerial,0,-0.006452945625289691,0.0035932458342148566,0.084,false
1,Managerial,1,-0.002421950177362515,0.0035321098523554604,0.46,false
1,Managerial,2,-0.005454659599086746,0.004055091655237906,0.22,false
1,Managerial,3,-0.0005864313533159811,0.003097625466490035,0.828,false
1,Managerial,4,-0.0038806455196173082,0.003338448658503823,0.22,false
1,Managerial,5,-0.0019529814424293218,0.003582607975214036,0.548,false
1,Managerial,6,-0.0031940942500314367,0.003408074053957236,0.296,false
1,Managerial,7,-0.0017668547144991291,0.0035402166442359867,0.572,false
1,Managerial,8,0.003678898950267,0.003885873866788674,0.296,false
1,Managerial,9,-0.006528684341019732,0.0038074939595651954,0.088,false
1,Managerial,10,-0.00495070276695175,0.003272080420419122,0.104,false
1,Managerial,11,0.0007055667270996588,0.003415754650673437,0.796,false
1,Managerial,12,0.0024979621996858406,0.0035788016298219927,0.572,false
1,Managerial,13,0.005056903538563289,0.0031441914104168183,0.112,false
1,Managerial,14,-0.0021108658512658,0.003507547593141058,0.548,false
1,Managerial,15,-0.0004216935311958379,0.003377430766315239,0.876,false
1,Managerial,16,-0.003155127096103021,0.0033744882764997837,0.328,false
1,Managerial,17,-0.0002847615307997217,0.003516607753731896,0.872,false
1,Managerial,18,-0.0009614410824420344,0.0034226295753177144,0.72,false
1,Managerial,19,0.0012390083509546516,0.0031763740790816094,0.652,false
1,Managerial,20,0.001904261607245419,0.003419940609659499,0.612,false
1,Managerial,21,-0.0038013752423585005,0.00344172166241572,0.22,false
1,Managerial,22,0.005005924080951118,0.003177695069157376,0.112,false
1,Managerial,23,-0.002726741304629068,0.0034589033640435507,0.416,false
1,Managerial,24,-0.003883338913643611,0.0032540669265778152,0.228,false
1,Managerial,25,0.00030922107572416266,0.003366383039562693,0.904,false
1,Managerial,26,0.0012306952286992422,0.0032579463491432996,0.66,false
1,Managerial,27,-0.0014012498434758502,0.003023297574410547,0.664,false
1,Managerial,28,0.0030290634756499684,0.003641114872602897,0.412,false
1,Managerial,29,0.003962702097186002,0.0033090966650008566,0.232,false
1,Managerial,30,-0.0021883244527628955,0.0034006825178379903,0.548,false
1,Managerial,31,-0.0005006201867064562,0.0032167698363304823,0.996,false
1,Managerial,32,0.0014051688964206773,0.003171143842424715,0.628,false
1,Managerial,33,0.005040577372735712,0.0033590608328059116,0.152,false
1,Managerial,34,0.0031702180292091093,0.0034770503534918766,0.408,false
1,Managerial,35,-0.0006760838521149505,0.003555842133314826,0.836,false
1,Managerial,36,-0.002314863704432383,0.003333768594146945,0.452,false
2,Professional_specialty,0,-0.002994819333985438,0.003362957386724225,0.4,false
2,Professional_specialty,1,-0.003172515925552313,0.003503621068140019,0.348,false
2,Professional_specialty,2,-0.001633401320021949,0.0030814529385316627,0.62,false
2,Professional_specialty,3,-0.0016525358323519624,0.0033415210026863126,0.632,false
2,Professional_specialty,4,-0.0004536821659781289,0.003129652216085679,0.932,false
2,Professional_specialty,5,0.0017612123121858677,0.0037688923436352724,0.628,false
2,Professional_specialty,6,-0.0008551743396217823,0.003176041630708776,0.796,false
2,Professional_specialty,7,-0.00037865725899569253,0.0036223215031687666,0.892,false
2,Professional_specialty,8,-0.0017375101197217332,0.0036661738122773014,0.668,false
2,Professional_specialty,9,0.00542327562774402,0.002952630553920754,0.036,false
2,Professional_specialty,10,0.008674112131649961,0.002990816464500966,0.004,false
2,Professional_specialty,11,0.0037200130993597998,0.003380986082988558,0.248,false
2,Professional_specialty,12,-0.0011298164992188204,0.0036388862894762945,0.772,false
2,Professional_specialty,13,-0.0005042493040462821,0.00359241389537587,0.876,false
2,Professional_specialty,14,0.002012820886457046,0.003033699980995166,0.444,false
2,Professional_specialty,15,-0.00020241458681190106,0.0036681612666698295,0.964,false
2,Professional_specialty,16,-0.002030777223946601,0.003525921825038402,0.592,false
2,Professional_specialty,17,-0.003574172520145128,0.003516374623081142,0.308,false
2,Professional_specialty,18,-0.0006035921887707515,0.0036863514363331966,0.856,false
2,Professional_specialty,19,-0.0033052533669508254,0.0036754738396299795,0.344,false
2,Professional_specialty,20,0.0039556350846869665,0.0037023108536305043,0.276,false
2,Professional_specialty,21,-0.003534151933089536,0.003235519848391107,0.3,false
2,Professional_specialty,22,0.003316573125300137,0.0033044998093786377,0.372,false
2,Professional_specialty,23,-0.00021025769151546806,0.004103937804343218,0.94,false
2,Professional_specialty,24,0.0040542142528962825,0.0030443513214569963,0.212,false
2,Professional_specialty,25,-0.003454379668254721,0.0031533031977358213,0.252,false
2,Professional_specialty,26,-0.004897642210239799,0.0034240524269347522,0.176,false
2,Professional_specialty,27,-0.0024135115228007945,0.0035422582645175888,0.528,false
2,Professional_specialty,28,-0.004430796463189259,0.0036403344510704707,0.252,false
2,Professional_specialty,29,-0.0012948114305454971,0.003536963781738768,0.696,false
2,Professional_specialty,30,-0.0019334326200855575,0.0030555936896733463,0.52,false
2,Professional_specialty,31,-0.002028235238714054,0.0038757793258282925,0.644,false
2,Professional_specialty,32,0.0029918047706955792,0.003740781335937644,0.392,false
2,Professional_specialty,33,-0.0009210392404361156,0.003876496383130822,0.732,false
2,Professional_specialty,34,0.0010968381408885518,0.003678545307224119,0.828,false
2,Professional_specialty,35,0.008434678863854697,0.003685429062550495,0.028,false
2,Professional_specialty,36,0.0032864813364399123,0.0038603625064355497,0.424,false
3,High_tech,0,-0.008277037346944799,0.00496089298871978,0.092,false
3,High_tech,1,-0.001917496364032171,0.005225646387538188,0.712,false
3,High_tech,2,-0.000899194313451995,0.0047006715674057335,0.788,false
3,High_tech,3,0.0053748482358311105,0.0049563839599201616,0.264,false
3,High_tech,4,-0.006661165245758895,0.005082094701342738,0.188,false
3,High_tech,5,0.0018313304260510644,0.005487158909953143,0.684,false
3,High_tech,6,-0.003944937801886765,0.0048171114920329385,0.4,false
3,High_tech,7,-0.003961957510546746,0.0052555034900952265,0.492,false
3,High_tech,8,-0.0044062825309089775,0.005315654842736433,0.38,false
3,High_tech,9,-0.002479548370382336,0.004671276979546975,0.616,false
3,High_tech,10,-0.003810019993485192,0.005293494934903921,0.532,false
3,High_tech,11,-0.004022305276950701,0.004892075313670676,0.452,false
3,High_tech,12,-0.007813391965358404,0.004582868688051918,0.104,false
3,High_tech,13,-0.003576849134811822,0.004680567717088206,0.472,false
3,High_tech,14,-0.00014146865076798264,0.004890927877790508,1.0,false
3,High_tech,15,0.0003631026607506869,0.004415534981528411,0.888,false
3,High_tech,16,-0.002026898301956598,0.004512756307841478,0.664,false
3,High_tech,17,-0.0017933421210715277,0.004417868798003308,0.716,false
3,High_tech,18,0.0003601451796643864,0.0046612220182085705,0.956,false
3,High_tech,19,-0.0006441293273742348,0.004849672698149874,0.908,false
3,High_tech,20,0.0019637599562711866,0.0050140810902036415,0.684,false
3,High_tech,21,-0.003451458181056028,0.004982162230261767,0.524,false
3,High_tech,22,0.0009726938254557422,0.004742871622865534,0.876,false
3,High_tech,23,-0.007226341358702821,0.005286470763403338,0.152,false
3,High_tech,24,0.003989344919966207,0.004844230188383189,0.376,false
3,High_tech,25,-0.0006093586570212572,0.004793069477756511,0.864,false
3,High_tech,26,0.0035495998199428108,0.004600112479422528,0.412,false
3,High_tech,27,-0.006334299242033287,0.004739621081199749,0.188,false
3,High_tech,28,-0.005419344423145028,0.005358060985593302,0.328,false
3,High_tech,29,-0.002861867952011771,0.004590099849411479,0.6,false
3,High_tech,30,-0.00415905315461611,0.0051576396254337945,0.404,false
3,High_tech,31,-0.0010144035041316725,0.004932874164285779,0.868,false
3,High_tech,32,-0.0016431892160938017,0.004539047831605185,0.74,false
3,High_tech,33,0.006609316374278029,0.0049997618983520726,0.172,false
3,High_tech,34,-0.003721150001796833,0.005003292367640414,0.488,false
3,High_tech,35,-0.0023466485843568444,0.004837384268074037,0.604,false
3,High_tech,36,-0.0031770146627911927,0.005135536968098074,0.52,false
4,Sales,0,-0.012914485734966981,0.006303212639722506,0.032,false
4,Sales,1,0.0035483359737253726,0.005353866911582441,0.496,false
4,Sales,2,5.028360459533882e-5,0.005537199456653331,0.984,false
4,Sales,3,-0.0032683634421154643,0.005173400575670483,0.556,false
4,Sales,4,-0.0033990475928228443,0.005767062387481101,0.516,false
4,Sales,5,-0.003620860771799184,0.006732694720561427,0.568,false
4,Sales,6,0.001780465238358691,0.0057281224363930315,0.692,false
4,Sales,7,-0.0019815613070696203,0.005769305813557135,0.836,false
4,Sales,8,0.0011465141397430409,0.006048107896945077,0.86,false
4,Sales,9,-0.0011708569392621816,0.0057366021968824395,0.788,false
4,Sales,10,0.0015860264759108515,0.005618259501509005,0.776,false
4,Sales,11,-0.013238439155324324,0.005435642308564836,0.008,false
4,Sales,12,0.0031882075540693817,0.005733957831783548,0.628,false
4,Sales,13,0.0018959161825010955,0.005102550740256255,0.72,false
4,Sales,14,-0.0020158560296992187,0.00632589514669033,0.688,false
4,Sales,15,0.0034662756103432885,0.006410609721327043,0.528,false
4,Sales,16,0.009181877014275102,0.006440629181501248,0.144,false
4,Sales,17,-0.011529404321240397,0.0058216052506394386,0.068,false
4,Sales,18,-0.001099859590434479,0.006195773599638158,0.88,false
4,Sales,19,-0.006163905889417665,0.0061404194196059275,0.312,false
4,Sales,20,-0.0008719951702074529,0.005181823692381591,0.952,false
4,Sales,21,-0.005411546122042664,0.005592688902425407,0.352,false
4,Sales,22,0.005549625979925807,0.005037312705260942,0.272,false
4,Sales,23,-0.00840802555373545,0.005866942892275854,0.128,false
4,Sales,24,0.007341537904545162,0.005693554847307022,0.172,false
4,Sales,25,0.002227166881435899,0.005500118463806896,0.616,false
4,Sales,26,-0.0020371684198812624,0.006251870522991604,0.732,false
