outcome,occ_group,occupation,max_abs_shock,max_shock_horizon,turning_point_horizons
inequality,1,Managerial,-0.006528684341019732,9,"8, 9, 11, 14, 19, 21, 22, 23, 25, 27, 28, 30, 32, 35"
inequality,2,Professional_specialty,0.008674112131649961,10,"5, 6, 9, 12, 14, 15, 20, 21, 22, 23, 24, 25, 32, 33, 34"
inequality,3,High_tech,-0.008277037346944799,0,"3, 4, 5, 6, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 33, 34"
inequality,4,Sales,-0.013238439155324324,11,"1, 3, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 22, 23, 24, 26, 31, 34, 36"
inequality,5,Administrative_support,-0.006966385520801854,4,"2, 4, 5, 7, 8, 10, 11, 13, 18, 23, 24, 26, 27, 30, 31, 35, 36"
inequality,6,Service,0.010049399502683907,21,"3, 5, 15, 16, 24, 25, 32, 33"
inequality,7,Farming_forestry_construction,0.011273584639619116,33,"2, 7, 8, 12, 13, 14, 15, 16, 17, 18, 19, 28, 31, 34, 35"
inequality,8,Precision_production_repair,-0.006952240900207496,9,"5, 6, 8, 9, 13, 15, 20, 22, 25, 26, 31, 32, 35, 36"
inequality,9,Machine_operators_transport,0.01027253464973463,33,"3, 5, 8, 10, 11, 17, 18, 23, 24"
