occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Managerial,33.22133602037029,37,0.688,13.017072277607074,12,0.37,9.756080675446146,13,0.722,9,-0.006528684341019732,0.0038074939595651954,false,false,false,Not_significant
2,Professional_specialty,46.308109765462845,37,0.146,16.249554065521053,12,0.184,13.914683376844875,13,0.384,10,0.008674112131649961,0.002990816464500966,false,false,false,Not_significant
3,High_tech,29.16897064395499,37,0.814,10.655904406498047,12,0.548,9.466245865113374,13,0.72,0,-0.008277037346944799,0.00496089298871978,false,false,false,Not_significant
4,Sales,44.01259669135587,37,0.194,11.489405099429266,12,0.484,11.510840030232544,13,0.564,11,-0.013238439155324324,0.005435642308564836,false,false,false,Not_significant
5,Administrative_support,37.667686707845235,37,0.446,10.637083489019366,12,0.544,15.953161510477697,13,0.244,4,-0.006966385520801854,0.0031249580364819084,false,false,false,Not_significant
6,Service,49.94141353667998,37,0.082,17.381097782992388,12,0.13,10.491344346938773,13,0.636,21,0.010049399502683907,0.0037619695971017274,false,false,false,Not_significant
7,Farming_forestry_construction,32.45259429013436,37,0.706,6.29523102681845,12,0.886,11.315454620028255,13,0.574,33,0.011273584639619116,0.005815370517028026,false,false,false,Not_significant
8,Precision_production_repair,44.461937414681486,37,0.17,13.594000699236092,12,0.322,17.894314140271206,13,0.156,9,-0.006952240900207496,0.0038063660703921945,false,false,false,Not_significant
9,Machine_operators_transport,50.448944622482074,37,0.092,18.806870762372192,12,0.086,19.960957452013243,13,0.092,33,0.01027253464973463,0.0034899227817437014,false,false,false,Not_significant
