occ_group,occ_label,horizon,beta,boot_se,p_value,bh_reject
1,Managerial,0,0.0021490241854359026,0.0019408187744438293,0.276,false
1,Managerial,1,0.0003732086924562306,0.0024332606560683906,0.908,false
1,Managerial,2,0.001219914464876274,0.0020485982417019293,0.516,false
1,Managerial,3,0.001424945921681158,0.0023524326213584215,0.512,false
1,Managerial,4,-0.002005173703090025,0.002354942820245993,0.368,false
1,Managerial,5,-0.0003676342565449059,0.0027333764976036497,0.892,false
1,Managerial,6,-0.0005184167092020128,0.0021956444043364234,0.812,false
1,Managerial,7,-0.0026801071613389853,0.002543737858361784,0.308,false
1,Managerial,8,0.00040592114075295595,0.0025352018276446975,0.86,false
1,Managerial,9,-0.00149690596697662,0.0027234506986156316,0.572,false
1,Managerial,10,-0.002666036753312585,0.00264129729007701,0.268,false
1,Managerial,11,0.0005010914634769135,0.002329312135238902,0.876,false
1,Managerial,12,0.0017641936148785232,0.0024612680979590883,0.52,false
1,Managerial,13,0.00032256271119231785,0.0023643861851477704,0.928,false
1,Managerial,14,0.0010140881324772343,0.00241774985670315,0.76,false
1,Managerial,15,-0.0023806044641716873,0.002710734417167168,0.428,false
1,Managerial,16,-0.003521463059661777,0.002374921275217054,0.152,false
1,Managerial,17,-0.0024236973942043717,0.002608623508787832,0.376,false
1,Managerial,18,3.615510078469747e-5,0.0022111423019925474,0.996,false
1,Managerial,19,-0.0031115573574767986,0.0022219093113860213,0.148,false
1,Managerial,20,-0.0038563951129009853,0.0026184157649503975,0.144,false
1,Managerial,21,-0.004089784603752115,0.0026728311084077624,0.112,false
1,Managerial,22,-0.004531663568119928,0.002413084770661126,0.052,false
1,Managerial,23,-0.0014499622916954783,0.0026761715772637006,0.616,false
1,Managerial,24,-0.002309633317623805,0.0027857166941283366,0.376,false
1,Managerial,25,0.0003505262853478357,0.0025666964841942913,0.872,false
1,Managerial,26,-0.0034489677094859898,0.0022517273166094494,0.12,false
1,Managerial,27,-0.0046814772216181395,0.002472114740728,0.04,false
1,Managerial,28,-0.0009262457924948493,0.0025523242943664495,0.72,false
1,Managerial,29,0.00043524386801694584,0.002832457015205619,0.936,false
1,Managerial,30,-0.0018025357984308178,0.002424031164940298,0.392,false
1,Managerial,31,-0.003171277996492046,0.0027601240147872184,0.236,false
1,Managerial,32,0.0018790264358565202,0.002508469590092762,0.484,false
1,Managerial,33,-0.0004545492789107829,0.0027357395763550505,0.856,false
1,Managerial,34,-0.002072554790506343,0.002798406856568247,0.44,false
1,Managerial,35,-0.0028072713490268388,0.0025486848187250047,0.252,false
1,Managerial,36,-0.0017145694685299475,0.0024798804495392377,0.444,false
2,Professional_specialty,0,0.0005473788518406476,0.0023735916909968322,0.844,false
2,Professional_specialty,1,-6.503541643120006e-5,0.002297800070323722,0.984,false
2,Professional_specialty,2,-0.0039766476028554485,0.0023616302742107843,0.064,false
2,Professional_specialty,3,-0.0015013021682958529,0.0023823775072584425,0.508,false
2,Professional_specialty,4,0.003111275486079282,0.0026817512396445572,0.272,false
2,Professional_specialty,5,0.0009063626981842003,0.002275622067005437,0.716,false
2,Professional_specialty,6,-5.672010273981313e-5,0.002446635322111708,0.936,false
2,Professional_specialty,7,-0.0023846205355375597,0.0027215797666848224,0.336,false
2,Professional_specialty,8,-0.0053611174597397926,0.0026100792024259774,0.024,false
2,Professional_specialty,9,-0.005475803646172982,0.002744734873220479,0.032,false
2,Professional_specialty,10,-0.0033889311179554262,0.00221065528413772,0.124,false
2,Professional_specialty,11,-0.002323089671981899,0.002282158721350509,0.308,false
2,Professional_specialty,12,-0.004028872186283526,0.0022686180056568344,0.052,false
2,Professional_specialty,13,-0.0012098348981280137,0.0021922303204155954,0.576,false
2,Professional_specialty,14,-0.0014915440054618927,0.002717280712258572,0.564,false
2,Professional_specialty,15,0.0008036024951399727,0.0027375018786749803,0.748,false
2,Professional_specialty,16,-0.00048061381878367537,0.00277387295334722,0.768,false
2,Professional_specialty,17,0.0001172399826972226,0.0028632327293624388,1.0,false
2,Professional_specialty,18,-0.004940784794169285,0.002786184914797491,0.076,false
2,Professional_specialty,19,-0.003712631898843629,0.002739139054548514,0.184,false
2,Professional_specialty,20,-0.006370695828661578,0.0029438439544182933,0.024,false
2,Professional_specialty,21,-0.0049861263212734805,0.00292979484450342,0.1,false
2,Professional_specialty,22,-0.0029331413688312574,0.002560032494311555,0.308,false
2,Professional_specialty,23,-0.0018801097747410036,0.0024429601218929177,0.428,false
2,Professional_specialty,24,-0.0012679934318605907,0.002332774055864388,0.624,false
