occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Managerial,30.8193988306487,37,0.764,7.109816755559478,12,0.854,11.176168560506488,13,0.6,27,-0.0046814772216181395,0.002472114740728,false,false,false,Not_significant
2,Professional_specialty,42.19632253770796,37,0.248,14.215897805951625,12,0.286,13.13618970790815,13,0.432,20,-0.006370695828661578,0.0029438439544182933,false,false,false,Not_significant
3,High_tech,55.701077362176505,37,0.036,14.301908728480193,12,0.278,18.89422408538874,13,0.162,33,-0.008473054791265514,0.0032013796237253937,true,false,false,Not_significant
4,Sales,93.6632100906012,37,0.0,26.351741914538458,12,0.008,15.574070337519174,13,0.242,22,-0.012244596577398069,0.004138056786588589,true,true,false,Temporary
5,Administrative_support,44.35543496026421,37,0.178,10.152156063285185,12,0.62,20.62456070174715,13,0.08,30,-0.005155328223920714,0.00250657819044483,false,false,false,Not_significant
6,Service,60.02512251514058,37,0.018,14.997176479769124,12,0.238,27.25413913712958,13,0.016,36,-0.007122093554076882,0.0029894735193553316,true,false,true,Delayed_persistent
7,Farming_forestry_construction,68.503939919435,37,0.0,10.377422591057826,12,0.602,30.431910013528313,13,0.002,35,-0.011939429052021968,0.003950763468671771,true,false,true,Delayed_persistent
8,Precision_production_repair,94.18510852494616,37,0.0,30.064413592329114,12,0.006,27.050384872460242,13,0.02,33,-0.011277144862082925,0.003587841454631605,true,true,true,Persistent
9,Machine_operators_transport,34.67219559432674,37,0.568,8.660818984409756,12,0.704,11.852640331104972,13,0.52,17,-0.006378201809100295,0.0025448625365438564,false,false,false,Not_significant
