outcome,occ_group,occupation,max_abs_shock,max_shock_horizon,turning_point_horizons
unemployment,1,Managerial,0.002526592995221818,29,"1, 4"
unemployment,2,Professional_specialty,0.0027004946696534008,29,"1, 3, 8, 9"
unemployment,3,High_tech,0.0029384358938060085,16,"1, 3"
unemployment,4,Sales,0.0048846361660998105,24,"2, 3"
unemployment,5,Administrative_support,0.0033928675225175686,29,"2, 3"
unemployment,6,Service,0.004392617600300225,24,"1, 3"
unemployment,7,Farming_forestry_construction,0.007469997300858013,18,"1, 5, 14, 15, 26, 27"
unemployment,8,Precision_production_repair,0.0036256599701432824,28,"1, 3"
unemployment,9,Machine_operators_transport,0.005781423129427606,23,"1, 3"
