horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,0.0005830486438291543,0.005358849634391083,-0.010163407595560144,0.010276136482314412,-0.008203595880762596,0.009047607425654823,-0.004704789370877,0.0060415625927522495
1,-0.003896879160809244,0.005755713321409251,-0.01460540521241987,0.007880733742354176,-0.013057950155891385,0.005554607336281509,-0.009594569295769337,0.001626801542513987
2,0.0009469935729826681,0.005987659851966021,-0.00948019234430214,0.013508853264121722,-0.0076353189533244084,0.010576091322627778,-0.004434576739945658,0.007251370140460426
3,0.006811332841115379,0.006522453107381463,-0.005472759789946443,0.019859033146671055,-0.004084427194960299,0.017457189719392863,-0.00014354433106625122,0.012974447588801584
4,0.0036114798878272136,0.005720278607574767,-0.008159906512375668,0.014340423415585139,-0.005928956685990552,0.01273290254016142,-0.0015550606383793026,0.00986231142191688
5,0.005225124726250061,0.006541564231091164,-0.008428453054773046,0.016850049736866542,-0.006069110881262519,0.015378070826907803,-0.0015691127313556482,0.011319646465146719
6,0.006119634793165062,0.006487811754336586,-0.005733054050212684,0.018618533394165714,-0.003726617557678317,0.016982760427721084,-0.0006399594535492619,0.012664358748365334
7,0.013367821889129381,0.006278951646704379,0.00041226776253789255,0.024229073020028136,0.002481570327476446,0.022734617924436894,0.006726710149470575,0.01931263283109226
8,0.012190231760686438,0.006271493567590939,-0.0007139813591338052,0.023309219357057986,0.001453437472161174,0.022013759847453986,0.005739997418083778,0.01827012870225094
9,0.007622674936919809,0.005631456209219389,-0.0036237446481267727,0.018180742200518792,-0.0020155206576305358,0.01679405915365676,0.002292527640459673,0.013191236115308905
10,0.005639321537475647,0.005534483020419069,-0.006060007134398551,0.016422973666385995,-0.003649780623838057,0.014652379937175957,0.0006248712131032285,0.011205540965288004
11,-0.00091987455316668,0.004894741240849257,-0.010504895295125227,0.008220478087201827,-0.008999736808317518,0.007047061981331926,-0.005374381107625897,0.004129967300211702
12,-0.0005175943260514765,0.005704078959454718,-0.012861471598446073,0.009403102803809769,-0.010037083013170052,0.00828103042630162,-0.006483229660768412,0.004908237131334913
13,0.005193322631049412,0.005930425322443808,-0.006549619334915938,0.01716059980734096,-0.004895100800265782,0.015284780207596362,-0.0007728930840349729,0.010639696730354515
14,0.004846559795784271,0.006243890697431452,-0.008035089451001015,0.016775130098444824,-0.005954321564421081,0.014588796961941843,-0.0012795750847359813,0.01080760897762275
15,0.006625253035148853,0.006543727976777143,-0.005598138381976389,0.019715717223523138,-0.004450123634105727,0.017443212689733655,-0.000145437658112927,0.012742072958278804
16,0.00663200224211066,0.0067175968465215275,-0.00806369324909055,0.018547974189654315,-0.005237889936021387,0.016968095736385386,-0.0005540231040782587,0.012578805497043584
17,0.01218711260720623,0.006657295925793914,-0.0011736455923082665,0.02463547001096139,0.0009495695871448067,0.02301002493805389,0.006192372502963988,0.01913793170970984
18,-0.0018194412437774006,0.006081732767780497,-0.013724273400134771,0.009267343471867476,-0.012450114037903158,0.008131604558684356,-0.008262290876054092,0.003963439674752913
19,0.015395663407509197,0.006576719217147923,0.0009448196348904091,0.02781560253865315,0.003519015090341982,0.025389748464972065,0.008919363006097402,0.021358255575191862
20,0.011785436387540616,0.006050742277968128,-0.0006784197787700124,0.02241519358487859,0.001458153977342178,0.02138980246840666,0.00572527692009118,0.01732058201364221
21,0.012297592900436197,0.006074187397038996,0.0012658421545175425,0.023445742119198244,0.0030519042202536255,0.02181370691685582,0.006135938090473535,0.018475774224437205
22,0.0060048830513303245,0.007013802230157277,-0.008735247935173149,0.019972167470051733,-0.005515311770665131,0.017019423421044972,-0.0007398582615888566,0.012388330111383513
23,0.0028210943576141446,0.005683581882455431,-0.008472789998075467,0.012911880807264416,-0.007357844019779371,0.011579640190607822,-0.0034698772317527595,0.008315213215981165
24,0.011150306073834652,0.007047299964903399,-0.0024551328565333907,0.024784920154144956,-4.03876021250595e-5,0.022075624433402156,0.003873792373332764,0.018126534872749574
25,-0.0020011035054347216,0.007270692223586749,-0.016661833336550733,0.011837816735403262,-0.014639328830934637,0.00969495922343008,-0.009624804516693779,0.004830616376124234
26,-0.0011273308415147333,0.006797736456951147,-0.014136409773248228,0.012747309075500625,-0.012312885926517223,0.010246693863548373,-0.00809274236400607,0.005464991674003986
27,0.00147763480684939,0.0073801110491057784,-0.013981166105846172,0.014751992913905238,-0.012016839040605303,0.012620220703771164,-0.006954890769209109,0.008025366721149606
