ind_group,ind_label,horizon,beta_abs,boot_se,p_value,bh_reject
1,Agriculture_forestry_fishing,0,-0.01143198142734361,0.006444985703027732,0.104,false
1,Agriculture_forestry_fishing,1,-0.019702889719327318,0.007464731505390774,0.0,true
1,Agriculture_forestry_fishing,2,-0.020059466491402785,0.008453276661796226,0.04,false
1,Agriculture_forestry_fishing,3,-0.015119715006739752,0.006852414314753613,0.028,false
1,Agriculture_forestry_fishing,4,0.0025542515751672866,0.007246012861505969,0.716,false
1,Agriculture_forestry_fishing,5,-0.014919517448680163,0.00665954485298127,0.028,false
1,Agriculture_forestry_fishing,6,-0.012274791779871978,0.008083601472517922,0.14,false
1,Agriculture_forestry_fishing,7,-0.00915288184196916,0.008889934811243156,0.3,false
1,Agriculture_forestry_fishing,8,-0.008463478534187729,0.00677651176213188,0.228,false
1,Agriculture_forestry_fishing,9,-0.011526170858469553,0.008149932842840272,0.152,false
1,Agriculture_forestry_fishing,10,-0.01202856760864041,0.007368841342580759,0.092,false
1,Agriculture_forestry_fishing,11,-0.014692815105061884,0.007657672393178659,0.04,false
1,Agriculture_forestry_fishing,12,-0.01248805603507626,0.007793935479206893,0.104,false
1,Agriculture_forestry_fishing,13,-0.02197845957747633,0.00841860091432746,0.028,false
1,Agriculture_forestry_fishing,14,-0.013802903246065326,0.007763335353666857,0.1,false
1,Agriculture_forestry_fishing,15,-0.018726621208914357,0.007557569300039846,0.012,false
1,Agriculture_forestry_fishing,16,-0.004947645391406587,0.00732845044591492,0.468,false
1,Agriculture_forestry_fishing,17,-0.013953137924934208,0.008642728856976506,0.116,false
1,Agriculture_forestry_fishing,18,-0.011809788377838283,0.009260672371451506,0.216,false
1,Agriculture_forestry_fishing,19,-0.0119019546481719,0.00805858294710827,0.132,false
1,Agriculture_forestry_fishing,20,-0.007693159863761739,0.00773155307034418,0.332,false
1,Agriculture_forestry_fishing,21,-0.017704864724517863,0.008505410359273444,0.044,false
1,Agriculture_forestry_fishing,22,-0.01709092649005756,0.009068144184210552,0.072,false
1,Agriculture_forestry_fishing,23,-0.02369119633958104,0.0077051706778788155,0.008,false
1,Agriculture_forestry_fishing,24,-0.014612470112837042,0.008259650949681537,0.068,false
1,Agriculture_forestry_fishing,25,-0.01809530459415344,0.007594298944100144,0.016,false
1,Agriculture_forestry_fishing,26,-0.01813213485441881,0.008951865010009993,0.056,false
1,Agriculture_forestry_fishing,27,-0.02093838183437945,0.008290938427128032,0.012,false
1,Agriculture_forestry_fishing,28,-0.019154639337571062,0.008565588337513,0.016,false
1,Agriculture_forestry_fishing,29,-0.010380803288585622,0.008962571035842037,0.264,false
1,Agriculture_forestry_fishing,30,-0.015788810238467166,0.009350088524683409,0.108,false
1,Agriculture_forestry_fishing,31,-0.031817220127805294,0.008659885899170407,0.0,true
1,Agriculture_forestry_fishing,32,-0.01417983629189298,0.009745578465510505,0.168,false
1,Agriculture_forestry_fishing,33,-0.0102929673302432,0.010632404377342329,0.388,false
1,Agriculture_forestry_fishing,34,-0.015720930436868428,0.008880694147346614,0.088,false
1,Agriculture_forestry_fishing,35,-0.01269142324196348,0.00912047665264608,0.176,false
1,Agriculture_forestry_fishing,36,-0.007328945779499225,0.008465865067128578,0.472,false
2,Mining,0,-0.013814772741434169,0.011726607414528929,0.204,false
2,Mining,1,0.01696788767601931,0.013662595305633074,0.212,false
2,Mining,2,0.0008299376707032575,0.011650809613895056,0.928,false
2,Mining,3,-0.021737892059446377,0.01325470586582336,0.128,false
2,Mining,4,-0.008692988131994133,0.01349654527200675,0.512,false
2,Mining,5,-0.0009928970559323837,0.012333650766116082,0.884,false
2,Mining,6,-0.006042337886059185,0.015056034838272503,0.72,false
2,Mining,7,-0.0021023167723247336,0.011821162085669575,0.824,false
2,Mining,8,-0.010372634904654388,0.01194290931346967,0.364,false
2,Mining,9,-0.007781583075943372,0.013407305623216386,0.484,false
2,Mining,10,-0.001180757044786868,0.012071593604056418,0.936,false
2,Mining,11,0.012005644865666838,0.011419501613923858,0.268,false
2,Mining,12,0.002855708350567734,0.011755855667715222,0.784,false
2,Mining,13,0.00015957421855312658,0.012421576115185098,1.0,false
2,Mining,14,0.009797806819887955,0.011619427474314964,0.4,false
2,Mining,15,-0.028366142896605145,0.010744451823989167,0.004,false
2,Mining,16,0.0006119927665288971,0.012135016119163284,0.924,false
2,Mining,17,0.002418784318789343,0.012844616316964466,0.888,false
2,Mining,18,0.00412242077208774,0.012189897816831942,0.748,false
2,Mining,19,-0.011021492858072019,0.012639661131162161,0.364,false
2,Mining,20,-0.010998773305385963,0.012739478655322562,0.324,false
2,Mining,21,-0.01643401908843127,0.013840086941795025,0.228,false
2,Mining,22,-0.004561843002469064,0.0129873087422621,0.804,false
2,Mining,23,-0.0088417333583547,0.012719277816239032,0.536,false
2,Mining,24,-0.01624531811004619,0.013565489745642824,0.248,false
2,Mining,25,-0.012184479799068027,0.012053036141295352,0.324,false
2,Mining,26,-0.0031499394124058304,0.01081213407055959,0.752,false
2,Mining,27,-0.010061422616079972,0.013534045578695333,0.436,false
2,Mining,28,0.0068225745245183034,0.011812632909210346,0.492,false
2,Mining,29,-0.007590203385722621,0.014599711887996162,0.576,false
2,Mining,30,-0.023620678657076948,0.015435748043409102,0.144,false
2,Mining,31,-0.0060609744349984455,0.013328239617255998,0.604,false
2,Mining,32,-0.009754616870648474,0.013720206455204127,0.46,false
2,Mining,33,-0.027160554944394576,0.013013318653037714,0.044,false
2,Mining,34,-0.0037677974665344394,0.013773808836626137,0.776,false
2,Mining,35,-0.017532888825034315,0.015240196959461104,0.256,false
2,Mining,36,-0.013631677466898787,0.013289469374506875,0.256,false
3,Construction,0,-0.0013704695332028272,0.0043072330810983,0.736,false
3,Construction,1,-0.001979686696414532,0.005277590539860831,0.68,false
3,Construction,2,0.002753781992569541,0.004197092313714884,0.52,false
3,Construction,3,3.892604777489498e-5,0.004366380292257452,1.0,false
3,Construction,4,-0.006485992942928871,0.005538657324927054,0.288,false
3,Construction,5,-0.0010106585008842677,0.005546493433444062,0.816,false
3,Construction,6,0.004798297042983383,0.004950625912290794,0.324,false
3,Construction,7,0.003728534273916591,0.004594336025254343,0.404,false
3,Construction,8,0.004113850949589654,0.004950004416317435,0.44,false
3,Construction,9,-0.005698412247533829,0.0054659076939132314,0.332,false
3,Construction,10,0.000753468150666946,0.005402796567712729,0.9,false
3,Construction,11,0.0029925950438504283,0.0046691425755387515,0.564,false
3,Construction,12,0.0007541882564777205,0.005150999909506839,0.884,false
3,Construction,13,-0.00039028793571007286,0.005508260048936511,0.9,false
3,Construction,14,-0.00027234510915370914,0.004667121941628325,1.0,false
3,Construction,15,-0.004344051075416702,0.005547076260571619,0.44,false
