ind_group,ind_label,horizon,beta_abs,theta,boot_se,p_value,bh_reject
1,Agriculture_forestry_fishing,0,-0.012674816241229223,NaN,0.0066655755722933195,0.068,false
1,Agriculture_forestry_fishing,1,-0.019410996242095878,NaN,0.007454334614758254,0.0,true
1,Agriculture_forestry_fishing,2,-0.019833092975413906,NaN,0.008403624763158243,0.04,false
1,Agriculture_forestry_fishing,3,-0.014881819254303687,NaN,0.0068260101641958865,0.036,false
1,Agriculture_forestry_fishing,4,0.0029015805830242534,NaN,0.007278801420563519,0.692,false
1,Agriculture_forestry_fishing,5,-0.01462646104205652,NaN,0.006645006170267538,0.028,false
1,Agriculture_forestry_fishing,6,-0.011804652096193607,NaN,0.008069765195777389,0.156,false
1,Agriculture_forestry_fishing,7,-0.008736531459203768,NaN,0.00887158309334235,0.348,false
1,Agriculture_forestry_fishing,8,-0.007863988734972294,NaN,0.00677842026327157,0.248,false
1,Agriculture_forestry_fishing,9,-0.010882386553390964,NaN,0.008150935335774098,0.192,false
1,Agriculture_forestry_fishing,10,-0.011314758820046745,NaN,0.007448948594689055,0.108,false
1,Agriculture_forestry_fishing,11,-0.014076237285346058,NaN,0.007698241342832983,0.044,false
1,Agriculture_forestry_fishing,12,-0.012038863259785834,NaN,0.007799109475758759,0.112,false
1,Agriculture_forestry_fishing,13,-0.02134162920908913,NaN,0.008401927331940352,0.032,false
1,Agriculture_forestry_fishing,14,-0.013244699430292245,NaN,0.007788015243679057,0.12,false
1,Agriculture_forestry_fishing,15,-0.01801952444895154,NaN,0.007610810908530142,0.016,false
1,Agriculture_forestry_fishing,16,-0.004303270292335586,NaN,0.007327095787924522,0.52,false
1,Agriculture_forestry_fishing,17,-0.013022426812025773,NaN,0.008580624618637987,0.124,false
1,Agriculture_forestry_fishing,18,-0.010971983867975231,NaN,0.009281105303312952,0.24,false
1,Agriculture_forestry_fishing,19,-0.01095898454733646,NaN,0.008118556241279485,0.18,false
1,Agriculture_forestry_fishing,20,-0.00663983339752118,NaN,0.007703628966571106,0.42,false
1,Agriculture_forestry_fishing,21,-0.016648597331363597,NaN,0.008641851022097137,0.076,false
1,Agriculture_forestry_fishing,22,-0.015873305075418655,NaN,0.00908200948405339,0.088,false
1,Agriculture_forestry_fishing,23,-0.022730687212218714,NaN,0.007662826992899369,0.008,false
