occ_group,oil_exposure
1,0.08582735180137677
2,0.05361283227147068
3,0.09347179617080836
4,0.031212252561992497
5,0.11282255207751875
6,0.030355828415439462
7,0.08975124657964334
8,0.1548083469854668
9,0.18408599659365132
