horizon,coef_name,beta,se,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,shock_g1,0.008148194620529124,0.005414055186835808,0.000613834325320058,0.015625721354314427,0.003137488023727134,0.011600132354764321
0,shock_g2,0.014335136007411814,0.012528367430831544,-0.003928521864445181,0.02757791667820364,0.002402708009727741,0.02251971613501267
0,shock_g3,0.09666394239868122,0.012803868404508416,0.06634955303636458,0.11246586543267963,0.07953775936433757,0.10486528869783934
0,shock_g4,0.0002664638468271943,0.004701366427602457,-0.006200575659337391,0.006461851918806237,-0.003745491535704434,0.003959146042893803
0,shock_g5,-0.0033942061590225064,0.004919983657646351,-0.00814988055734281,0.0029961691781260087,-0.0063927043762702866,0.00019869675596074663
0,shock_g6,0.005563164320017181,0.004406641590694621,0.0003813752619064737,0.01097977774646203,0.0022150787125208423,0.008659052219438744
0,shock_g8,6.981052410390434e-5,0.0057624884004957785,-0.006514410586619601,0.0086355467481536,-0.003793691540732926,0.005199533538089336
0,shock_g9,-0.0027588537388831347,0.004263730888272479,-0.008443611020206835,0.002346732874076749,-0.0062652736882189836,0.0006097805668723124
0,shock_lag1,0.0028732201257404477,0.002618481097819903,-0.00012857321268649026,0.005957008266398039,0.0008877740972354242,0.004689083768747609
0,ylag1,0.36235953794100983,0.03075100411200755,0.32394330744678684,0.40006788381811287,0.3413716507245058,0.38594778966827015
0,log_oil_lag1,-0.037810220802104506,0.008402084311484058,-0.049177421268939016,-0.029362657208170148,-0.04468348706341606,-0.032622221529560805
0,ffr_lag1,0.009212671732945682,0.003320803786142742,0.004517808373744374,0.013287757757104324,0.006758582197011926,0.011728198343083925
0,cpi_lag1,0.0005030883875486759,8.7181934406541e-5,0.0004171048512663703,0.0006347966986654546,0.00045134385265650057,0.0005876187038540493
0,indpro_lag1,0.0014296986013350712,0.0005153039670456368,0.0006898212933026021,0.001964069136422856,0.0010404041683575057,0.001739721087259784
0,t10y3m_lag1,0.0073113645974382,0.006046561975872132,-0.0005355121718604999,0.015381604925766767,0.0028671091667572795,0.012306773972039357
0,age_mean,0.021457469220869288,0.0018190104447132604,0.01960142349489015,0.023961811685984477,0.02028001617091783,0.022813131704264956
0,female_share,-0.27975178829141695,0.035097991164733375,-0.32268892853188086,-0.23877227858034397,-0.3078308520893513,-0.2544703593588458
1,shock_g1,0.004344633485704538,0.00646443384202921,-0.0035791393514399434,0.012750821707595927,0.0005130193556351866,0.008668097974114226
1,shock_g2,0.017707967389471446,0.010732095119558808,0.0032922597024632183,0.028903113910981278,0.008144308651169193,0.024618291522118682
1,shock_g3,-0.08924814044716471,0.016237485326091386,-0.11199165524608229,-0.06963873280340631,-0.10224414178998716,-0.07537808221562589
1,shock_g4,-0.002801174159959242,0.004580751529543249,-0.009110787842128248,0.0027657841338668103,-0.007158309894459862,0.00027089721365453024
1,shock_g5,-0.006275345542507883,0.004415121904691478,-0.01124716615909637,-0.0006762057862898067,-0.009172341508355256,-0.0027595649751124946
1,shock_g6,-0.005098176464129385,0.004519433122237348,-0.011579330344350974,0.00046140128537383845,-0.008663071517657817,-0.0021527181398074196
1,shock_g8,-0.006769869801601508,0.007089352637790039,-0.017872358062205385,0.0021689086300174963,-0.012811779205756524,-0.0013273734332001144
1,shock_g9,-0.004454345904117027,0.004119576469865973,-0.009917985216068436,-0.0002705662434338849,-0.007553890106227661,-0.002067264445196247
1,shock_lag1,0.004709325526983073,0.0034325509598027975,0.0006106273105968233,0.008467183557235313,0.002279931200169418,0.006817469032979079
1,ylag1,0.38686101283760677,0.024792632375628815,0.36207339020534285,0.42224524276379977,0.37310231602777083,0.4116840484912771
1,log_oil_lag1,-0.03354459601644341,0.008335060493153874,-0.04177946301139322,-0.025484144917279544,-0.038578469040091205,-0.028236427376626065
1,ffr_lag1,0.006855283448577058,0.003299558610283177,0.001704050172005922,0.011106852645938014,0.004241593421810004,0.009561654501232609
1,cpi_lag1,0.000493567959423335,9.311094858393047e-5,0.00038399025927614484,0.000619319927033081,0.0004324811655820382,0.0005674113867908883
1,indpro_lag1,0.002128466160166631,0.0005211196662643494,0.0014681327279007735,0.002696435089467697,0.0017341833720352377,0.0024339588847465303
1,t10y3m_lag1,0.006703308352917468,0.006329037648047915,-0.002364741767626825,0.014944882036433314,0.001973436940741074,0.012058063616857502
1,age_mean,0.009393359179781947,0.0014756560173122693,0.007418343137842077,0.011152732399994945,0.007868476401438068,0.010489963704246357
1,female_share,-0.10317129927393279,0.030200001041358813,-0.1420595945315001,-0.0698982436016137,-0.13013455130771254,-0.08187066806667308
2,shock_g1,0.00741038688620425,0.006680355482228283,0.0008372553415851927,0.015198716810456123,0.0030203047727819917,0.011718412060422644
2,shock_g2,0.0031058876080442763,0.011799845174744522,-0.010438261362070886,0.019205931730589203,-0.005651651578417993,0.010737282480492568
2,shock_g3,2.0494819965275424,0.046999141237782496,1.9906135493358341,2.099766337662139,2.0077471660145885,2.0755977387354427
2,shock_g4,0.0006654557374845884,0.004412970722515111,-0.0046845659602766,0.00634596720060152,-0.0029627247786572944,0.0035830976459955096
2,shock_g5,0.0012054741643206576,0.004455720593221449,-0.004381723152394516,0.006199507816676286,-0.002203852655915371,0.0041596693595547605
2,shock_g6,-0.0042105310210582975,0.004221094963934323,-0.010309804300467816,0.00034220658943835865,-0.007669301034037884,-0.001585495518525745
2,shock_g8,-0.005381275270884763,0.0056799812449134105,-0.012568480016609875,0.0020070317508764004,-0.010007963987904052,-0.0005675361721284404
2,shock_g9,0.0032197304844498974,0.004772787096999201,-0.002853131965270197,0.009483328894145132,-0.0005265134604692579,0.006508480182131989
2,shock_lag1,0.0002510495564824363,0.0026826488253998875,-0.0028801079057848814,0.003334232257071186,-0.0020640984798522494,0.0019924495010802566
2,ylag1,0.3752604509094311,0.02484257281970791,0.34175555864767726,0.4017306991238377,0.35801714499883414,0.39382129391194237
2,log_oil_lag1,-0.035712376608438505,0.0083425084696287,-0.043208191855296695,-0.025701188262652497,-0.04011747513452724,-0.02908030158977096
