outcome,horizon,1,2,3,4,5,6,7,8,9,10,11,12
hourly_rate,4,0.004664644938246039,-0.010187835402529138,-0.0026822388186727502,0.00142764402621318,0.001967487560002021,-0.0032361516845339565,0.0008133566240098546,-0.0020483290272282533,-0.003754691093588554,-0.005059097779298478,0.0008656466625566982,0.003019784425455847
hourly_rate,5,-0.0047091314125200165,-0.007755936791548298,0.0033553263561304134,0.00022938836717316293,2.6962713281798845e-6,0.0018546782067875545,-0.000826747076487347,-0.0019978486848809436,-6.1746220649921e-5,2.1183640390272366e-5,0.0028617973967268676,0.003065214851559881
hourly_rate,6,-0.003219822399728846,-0.005133797752126768,0.005656575376995472,0.002601117658870476,0.0008235841999406842,-0.00015484576570582776,0.004759531452957151,-0.0017640220136464623,-0.0012938866515192927,0.0019574859307049373,0.007128810430293153,-0.00029388494116190926
hourly_rate,7,-0.003756417736646962,0.008208703616410054,0.00331571524621948,-0.00011842991053123284,0.0028703835878847546,0.0010247340101915293,-0.0014478759956835095,0.004079094091619191,-0.001083335826790668,0.0022786343619185813,0.009671639174513656,0.0010863300635285305
hourly_rate,8,-0.002628183431268241,-0.0007470339918548436,0.0057741188932172735,-0.0032034502839673124,-0.001288646582076132,-0.0023115476758433047,-0.0028922444404899323,-0.0018639135691679064,-0.0008581115667102703,-0.0013034894851783384,0.007227805841704483,-0.0033819798944393006
hourly_rate,9,-0.0032179499074585457,-0.0020896685307833125,-0.0022737608588956236,-0.0028389550891242013,0.0017234284242902715,-0.003107904431384053,0.003063086982426888,-0.0026157058960626692,-0.0005790177001684357,-0.00604013999807825,0.006271956540074484,-0.0008034231123627689
hourly_rate,10,-0.003944572909128819,-0.0022529495258289153,-4.631791253241956e-5,-0.008177882556792327,0.0017348217034959166,0.0016222984793029267,-9.211231847700206e-5,-0.0023144084544220386,-0.0010021231623557024,-0.008002740267439277,0.0004590610807556058,-0.00032464554291766816
hourly_rate,11,-0.013613574652232152,0.006124839400572349,0.000990476808146483,0.00014666976936488226,-0.0024763831302813955,-0.0018833869812843258,0.002127760517993376,-0.002176442263063447,0.00014592762703026892,-0.0031500380708364487,-0.0011877927680581217,-0.0013927301349015706
hourly_rate,12,-0.004057338830306734,-0.004386516717503468,-0.00010413517327785542,0.0015775671901075738,-0.004485552520685013,-0.0007256636297458086,-0.004725441493126399,-0.0026726372124195306,0.0007378678241170715,-0.0013887480287752712,-0.0011692953132226387,-0.0012149576058978404
hourly_rate,13,-0.009188879515008682,-0.004140985781576526,-0.0019405626548003063,-0.0025852643685248785,-0.000556943598925645,0.003080864560408867,0.0003010895255999883,-0.0032766912595381913,-0.0016875762872695262,-0.003232793609519398,0.00044849236971225526,0.00029098660386656696
hourly_rate,14,-0.010441675748585729,-0.0033006520481099655,-0.0019707343740056294,-0.000677876470282474,-0.0005221204147728708,0.003704167140156318,-0.00010811554739329553,-0.0019234253412262145,-0.001413638524047435,-0.004162405460675548,-0.001063060584327293,-0.0020716388926029163
hourly_rate,15,-0.004280626294643682,-0.016707334716965467,-0.0018741189083491293,-0.0005744763301664942,-0.0005328060762277964,0.0009266128483597931,0.004699483386555567,-0.0010753943272888045,-0.0021100318429740474,-0.004762320740173484,0.002636500543870636,0.0006311512016319999
hourly_rate,16,0.001961990135337834,0.002110834695413153,-0.002171673937182143,-0.0037067761070173023,-0.004717062876990082,-0.0003573114004629894,-0.0060444580510353885,-0.0005014966163887321,-0.00287692369222679,-0.005069626224889526,0.005668008892411954,0.0021450335711363407
hourly_rate,17,-0.0070201954937583145,-0.0066586575820981216,-0.0020798709812661358,-0.004381285646581537,-0.002225533531897266,-0.0002576100330653653,-0.005535924954757941,-0.0019250856930183408,-0.0055136538210628855,-0.004457784421312245,0.0069869653040904485,0.0005365115728387498
hourly_rate,18,-0.0031560786763234045,0.010571680924250204,0.004390292521471631,0.0006902814568433931,0.002675845819107548,0.0011903969203657101,0.003943807382235589,0.0003570005833623104,0.002684831463809227,-0.0008951771475064794,0.0038215234436133954,-0.0017235995153163572
hourly_rate,19,0.001887259726375209,0.00031281875269638815,0.0008101276204861818,0.0008697279986842458,-0.0007916001603972338,0.0014168052307164108,-0.000869058691103134,0.00037948841986768715,-0.0029519626595050164,-0.0029515512326540577,0.004582382579988386,-0.0004954535455310504
hourly_rate,20,0.0008274039122855177,-0.0015440204615671349,0.004979863117327399,-0.004796079780316992,0.0005365708062918406,0.0015590536423342996,-0.0024708225187829893,-0.00045299465634692003,-0.0027604315427841204,-0.0068080258024044195,0.004191544804289204,-0.002566138065182903
hourly_rate,21,-0.006506630992090484,-0.0069917401240732775,0.0005535147272855209,-0.004403193703765045,-0.0028297054191488455,-0.0007489613818382973,0.007965840836028866,-0.00253500292445978,0.00011572958794860162,-0.009809713238134213,0.0014239193506061405,-0.0003260954580404155
hourly_rate,22,0.0016838917735939223,-0.006990143472480777,0.00013145361167394307,0.003217796983566051,0.0002506448933374094,0.002922103819584812,0.0012116711614618759,-0.0053293563115095685,-0.003929276200288989,-0.008201667692531408,0.0017178605994112302,-0.001328334158485007
hourly_rate,23,-0.011868585554554537,-0.001670197150461181,-0.0023233635695338226,0.001996527514819634,-0.0006276180833993442,0.0003866131873215148,-0.004637846259013761,-0.00465680107423171,-0.0034912806331482307,-0.0043106807547938,-0.00245347252162837,0.0005324300295596917
hourly_rate,24,-0.001659081264070877,-0.0003649363698652331,0.0018245004549340541,0.005850247765502887,-0.001588053974664233,0.005687028961890435,5.035389168764952e-5,0.0003039311479337569,0.0017997713911469659,-0.0028681097642270846,0.004188458584025926,0.0013239582045685386
hourly_rate,25,-0.004146623674187273,-0.008697748744723977,-0.003895496596025444,-0.0034680095839939827,0.003072792745241712,0.003579683188786785,0.001067317145814899,-0.0025826194498196954,0.0008727729554778305,-0.003342197348876178,-0.0008109414458475576,0.003745100940319853
hourly_rate,26,-0.004708115022235121,0.0032192567952033227,-0.005689163390093646,-0.00039231319886336125,-0.002040986497264659,0.0014574864254991177,-0.0006313270216922537,-0.003936761470971153,0.002222403795682312,-0.006008363729855717,0.002565186163652606,0.001796685417921245
hourly_rate,27,-0.0023616464058834534,0.00287875033584609,-0.0014811139964852709,0.0001261444552699934,-0.0005702468483220882,-0.0006504746190087147,-0.0023642047247915297,-0.004256149751393091,-0.0017508651417698939,-0.0054937811169659305,-0.003915101914126169,0.0015287824505020565
hourly_rate,28,-0.005910095610025278,-0.0008067204055966574,-0.0022344939808423524,-0.004996729665541163,-0.0029443533363801505,-0.00033956128566922243,-0.0019560516748534,-0.0004672328604580156,-0.0042335261556736776,-0.007063364647120065,0.0019336471861408054,0.0009165928014499494
hourly_rate,29,-0.00276077809461366,0.001508838310893432,-0.0013578292818489564,-0.0015515499813355418,-0.0017826472115946078,0.0010618444782862862,0.0019414437574759745,-0.0035261389225015555,-0.0003335101494879343,-0.004262739166263213,-0.002950571281520374,0.0021022300942845503
hourly_rate,30,-0.00318308644124315,-0.011405588112002665,-0.0006052842762179713,-0.0034475743440122576,-0.0032717577129861134,-0.0020162421436198297,-0.0004985077416819045,-0.0018270208764222947,-0.004216486305179228,-0.004736741980675179,0.0006674389994143776,-0.0006540400536302649
hourly_rate,31,-0.012361100322645476,0.0033963279471274565,-0.0020990727147999232,-0.0018860905398531403,-0.0013849174458188535,0.0008010082763524071,-0.007253707393965835,-0.0020141633188873556,0.0005864663709994313,-0.006998413673214882,-0.0003722089697302494,0.0009365394077202583
hourly_rate,32,-0.007730850353448546,-0.0048082394459205615,0.00016909955417828115,-0.001074406386713645,0.0018794393703397778,0.0009456267216161195,-0.003514983147734573,-0.0021881209111930923,-0.001506980575389315,-0.010555005730632406,0.005882043949809306,-0.0016924882388853685
hourly_rate,33,0.0018814058820755366,-0.004550616882896798,-0.002331043851874482,-0.0011336565844149533,-0.003181053085678577,0.001171965896766014,-0.0023158676207343017,-0.0010895329499657194,4.455953563858973e-5,-0.005360497138160772,0.00014142942859067683,0.0011402048964363717
hourly_rate,34,-0.0017322791187900934,0.0009767795493928943,-0.004557965356641225,-0.003933142649038883,-0.004439677302674836,0.0029899948952452895,-0.002187828017629148,-0.003458011770537515,-0.001571133846122684,-0.0011280563969243956,-0.0032231963891323386,0.0006937856210554532
hourly_rate,35,-0.0009410611866224069,-0.004867077670019616,-0.008580774576774109,-0.006229847035748144,-0.004075444113005632,-0.0039593902861325995,-0.00019777117821936474,-0.0033035353527968237,-0.006452039339938426,-0.006519329030730215,-0.006710384266525686,0.00010376137332333328
hourly_rate,36,0.0008558122678236761,-0.004800134723798178,-0.0004842218583705807,-0.0036552779171441924,-0.005778630579211005,-0.0014717373754098552,0.006364961269684564,-0.005204809581683599,0.000381162279511047,-0.0041563378364280895,-0.003979182404652233,-0.0036372868127805135
hours,0,-0.0020567128821426576,0.0016689038825920765,0.0013410207701808007,-0.00010131222250969843,-0.0009618048262141996,-0.0009032060403887139,-0.0015884019299279488,-0.0001379875592298065,-0.002400995232265219,-0.00331172590287325,-0.0020268461310279148,-0.0007224572775033593
hours,1,9.219685093721085e-5,0.0012370040042679886,-0.0006792117582505177,0.00011528396182681051,-0.0008554298624226762,-0.0014161582157151008,-0.004319834298442869,-0.0014986970871481659,-0.0008596215448754244,-0.001791477991665024,-0.0028474575832087823,-0.0012254599007063835
hours,2,-0.001968631908936304,-0.001485332442985193,0.0007752802558813429,9.212047104164839e-5,0.0006700846527029883,-0.00019919637852765275,-7.780319524650786e-6,-0.0019417532442066313,-0.0015385469901301224,-0.0025056205165691764,-0.007026079490891271,-0.0008862107959180826
hours,3,-0.006804437355282768,-0.002927983976991234,-0.0033861937771774908,-0.0024939115809400987,3.080166280823801e-5,-0.00022729242627081086,-0.004239280865539449,-0.0008836793698263265,-0.0019598760146218616,-0.0013995339988744655,-0.001422203905993876,-0.0017649671407340421
hours,4,-0.001265239445248533,-0.002565017647798741,-0.0033780912412260545,5.9424394807328254e-5,-0.0004217708846558838,-0.0016543040971883475,-0.000490072991940027,0.0007579182809955393,-0.0015186954564335505,-0.0014758472933750911,0.0004182562042584345,0.0009390831300446548
hours,5,0.0005538013131143745,-2.4978522400433282e-5,-0.0024230333318127862,-0.0008802344101794611,-0.0006361995442784352,-0.0011279723927434026,-0.0028007804570637377,2.7787306932930115e-5,-0.00166313680405397,-0.0013970397875567142,-0.0024127783511752937,-3.280611048463664e-5
hours,6,-0.005854983161562323,0.0026741699094642688,-0.0029668933605251926,0.0005470606601007442,-0.0013474244909199536,-0.00260999249394466,-0.0014533669148706445,-0.0027454116373625526,-0.00030874317608017577,-0.0018835273821797417,-0.0027993499657476967,-0.0013404770861271769
hours,7,-0.0015358509246203068,-0.005071345903609661,-0.004045908007143961,-0.0017356995888059097,-0.001809852829097053,-0.00208707511310313,-0.0009137942474515934,-0.003578520020138671,-0.0014432808376384013,-0.0030835710307398068,-0.0027632749052636666,-0.0032290602752886245
hours,8,-0.00611015285821068,-0.0008713972588112724,-0.0013385551460105948,0.00019223542321386664,-0.0002933764138069287,-0.003634672675072873,-0.002014566182083261,-0.00470972979752454,-0.0010070761065919661,-0.0020732281736660927,-0.0019090888504689535,-0.002999912344857579
hours,9,-0.004211147616317062,-0.004896830620840406,-0.0017044863214427922,-0.001914740158445517,-0.00072162049446911,-0.0014751838716307326,-0.0020508120142376245,-0.0021528711830613467,-0.0026633123279327722,-0.0035719279723597694,-0.0024247251437828944,-0.002299361418039061
hours,10,-0.0009160536895614025,-0.003659759063489428,-0.0014253698807999897,0.000651654388735782,0.00013364051879082408,-0.001937883210325475,-0.001212223231619399,-0.0014400900249568525,-0.00112976245485301,-0.001362741965344461,-0.004355067107345921,-0.0013808407993933514
hours,11,-0.005388763918042909,0.0018333398974443066,-0.00018877947751294897,-0.0013474432573851835,-0.0008481137477692144,-0.0007085987682950102,0.0027924848375370137,-0.0012851753259409304,-0.0017353210636954848,-0.0022098133476282154,-0.00559050251438934,-0.0019174107797477187
hours,12,-0.003242945423769586,-0.00012064698133937616,-0.0023422835880648344,-0.0002635553159917494,-0.0016122215454358487,-0.0006640978595380431,-0.0011077493747303833,-0.00272696971337042,-0.0015385231699715609,-0.002077321176479149,-0.004146387128134842,-0.001300543101512112
hours,13,-0.005871092309971603,0.0015345669459390686,-0.0012817062111171393,-0.0018249739061638156,-0.0004480918818980791,-0.0004035313172022156,-0.0010925209625212617,-0.00333584390241211,-0.0015833829236214486,-0.0006877974126321922,-0.0024180061577210505,-0.0016752367767138845
hours,14,-0.0007766186408298093,0.00042841865941304795,-0.001173438484820473,0.001121872440080224,-0.0004711889762452781,-0.001253895437573137,0.0014524252440771077,-0.0036164176856593624,-0.002399026595238367,-0.0025874525349925573,-0.004389043841182527,-0.0009935981050513828
hours,15,-0.007745273219325744,-0.0002507331051213343,-0.0019767000705489656,-0.0029418577722190513,-0.0009278705806548221,-0.0009363941571321174,0.0004631176960372924,-0.0013230639499973826,-0.0011896121140074424,-0.0006489633624207174,0.000796734083179006,-0.0005353831500990813
hours,16,0.00046829275460404194,0.005122496728398644,-0.0032930774086290335,0.0007627481932532261,-0.0007592690033627323,-0.0014530801477840585,-0.002727642504933664,-0.0020647949950217763,-5.1174636195562196e-5,-0.0023148836120939808,0.00022447547273915446,0.00030680330159946526
hours,17,-0.003506144600766478,-0.0042766984728751945,-0.002725272414647709,5.8306883649996634e-5,-0.00200558616507971,-0.0011561549510188001,-0.001849591173584192,-0.0023002295161602916,-0.0013642503359466312,-0.0016337753504727702,-0.0025128262715678144,0.0008725607787887367
hours,18,-0.006891645484623471,-0.00017437961765364097,-0.005890753858708242,-0.001126473957341661,-0.0014111804236046183,-0.0019481589443785495,-0.00014452227984430884,-0.003226755757857125,-0.0019110228329186274,-0.0033118291270772993,-0.0018114579909786215,-0.0016992582811860117
hours,19,-0.005365341916178183,-0.0012005301698590175,-0.0022379930679177567,-0.0012549480973200998,-0.0020384594775131196,-0.0006355519961760194,-0.0021693444574284416,-0.0031050023483573373,-0.0012877816445647252,-0.002214375087931744,-0.005709717209175452,-0.0024202206831233893
hours,20,-0.0055216961302804145,-5.946762777174012e-5,-0.001981965089501059,-0.001942725985597042,-0.001975771496274024,-0.0009237222395471215,-0.0015112929120795293,-0.005164912594091911,-0.0008867691334974548,-0.004428415639826881,-0.006020594716810371,-0.004319878839958221
hours,21,-0.0008827564005857621,0.0014196631638517918,-0.0032827436160822636,-0.0039875421358456595,-0.002557133395896868,-0.001723606902717697,-0.0002804678152672457,-0.003548439804319322,-0.002171252445833605,-0.0028709204425326424,-0.003394263509177445,-0.004302440001851225
hours,22,-0.007922297238065005,-0.002527340922875093,-0.0006993523617246127,-0.0002602041456642129,-6.12817932822877e-5,6.4374923594351e-5,0.0005485211695384548,-0.0039076873907215376,-0.001330264395353415,-0.0026021372886033,0.0006149709065026368,-0.001456832494362283
hours,23,-0.0031477089516364844,-0.003263442702449507,-0.0021973679961595455,-0.0015740204882939797,-0.0020852468479010382,-0.0009473167930098989,-0.003092694057450485,-0.0006184227775588344,-0.0027777426192233824,-0.003367136748631147,-0.00311386240295994,-0.0020636121411451405
hours,24,-0.006859116138616502,-0.0031556434416388397,-0.0035988490968554454,-0.0009783681092117597,-0.0028856820622401207,-0.0017175969824904016,5.244648358158788e-5,-0.0034242727581542897,-0.0025320365710825494,-0.0029998657301359482,0.0026122974324991745,-0.0016500813986919153
hours,25,-0.001523444970575812,-0.0037185910258721033,-0.0027691476839390495,-0.004743965155966595,-0.0010915518010516014,-0.0014989976907198717,-0.0019952637865975863,-0.0035535783298633896,-0.00416491332126978,-0.0037974750596404656,-0.004531241751732928,-0.00283219634664498
hours,26,0.004001818962035966,-0.0007661045730872422,-0.002878887301234723,-0.0013577186427601194,-0.0015673284647971777,-0.002744367877624067,-0.00281445090662491,-0.002321355360401288,-0.0018790548952647408,-0.0037977896950947563,-0.004713054946925693,-0.0019174383518919798
hours,27,-0.0006451662184513931,-0.005712224806354946,-0.002489713696923317,-0.0019123063343916863,-0.0014764021119688525,-0.00046491882727891744,-0.00016616067320727277,-0.0022069602441159753,-0.00241892898877467,-0.0028774545324489233,-0.004130424600095654,-0.0019930292113811026
hours,28,-0.004698165636062399,0.002530458390553063,-0.0007354763115712115,0.0005557118659354477,0.00021312035031778833,-0.000453296555311224,0.0006683130250523956,-0.0009878942924476553,0.0003285954783673258,-0.0018355382438260764,0.0022765149404400946,0.0006384052565198056
hours,29,-0.0047309917665909595,-0.0016685401434759547,-0.003551053669437103,-0.0012696604727896435,-0.0017988428808033846,-0.0019420436297689888,-0.0002540492014069093,-0.0013951927179034701,-0.0022283897694205827,-0.0019003271444617662,-0.0035795758617325423,-1.5321077793476113e-5
hours,30,0.0005228346857475751,-0.002744963646533677,-0.003982010280868055,-0.002501287171670638,-0.0012118516397167278,-0.0007267989724356501,-0.0030500600133970004,-0.0022426353179997496,-0.0021807411588019654,-0.002775137183996649,0.0019412346124260467,-0.0022632262340043564
hours,31,-0.004673386458447926,-0.0014895012083017067,-0.002719775662913738,-0.0009167742684092689,-0.0002924674258174096,-0.0002701632181741055,-0.004053478186460387,-0.004522289550144021,-0.00026547407968514436,-0.0018086497294180768,-0.0037271463500133124,-0.003154148282068662
hours,32,-0.002352552967680199,-0.002576369711473,-0.0038056157965772287,-0.001374567935851258,-0.0006026600540936698,-0.0010592549391163543,-0.0014594843364188306,-0.00433346428394914,-0.0028000223885241166,-0.004573284849242251,-0.005657909774572144,-0.004988305528482208
