horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.0061211139484737345,-0.015187555766623654,0.0037500063391535544,-0.01152633931693134,0.0003547807384319344
1,-0.008965835691299323,-0.018365294859596044,-0.00024600153015411595,-0.014860426364665821,-0.004007599459551165
2,0.008362778128772171,0.00015493288970439174,0.016990841559443068,0.002989948857370559,0.013287012015178939
3,-0.004194393442578712,-0.015270442025650387,0.006981809756086864,-0.009925168321684786,0.0024462395829514746
4,-0.006660005621422463,-0.01679866928647517,0.00120965485119657,-0.012554616397074402,-0.0015359395585548673
5,-0.004081305768390995,-0.013178027317660119,0.005587016316120564,-0.008838425580247292,0.0015842236381076067
6,-0.003901152444269642,-0.015223991650799962,0.005548630187537805,-0.009881731705765924,0.0017665801160704985
7,-0.005025706685117213,-0.01674825670336235,0.00532492646328024,-0.011786410717636628,0.0005139139114121059
8,0.0023196958179468852,-0.00570996335730687,0.010101511833384534,-0.003204032976154393,0.00707574826388725
9,-0.014041651695434202,-0.02504765592948304,-0.0029192485095644993,-0.020573724133320197,-0.006859139586856038
10,0.00782915326184564,-0.002298636044235426,0.0176986787702375,0.0021964057068479944,0.013687631344360485
11,-0.0007669889526897611,-0.010176640811896896,0.008508580929574721,-0.0062475917359105515,0.004558685192654131
12,-0.0043893442179576666,-0.015171412745754644,0.006524922009099681,-0.01105706210766706,0.00158980660194655
13,0.0043894885368897674,-0.0034542048622176625,0.011642974883096685,-0.0003072104864122495,0.008985689527725379
14,0.004902327822330658,-0.005270796838233522,0.016510659409085228,-0.001613363929987779,0.01100591565067039
15,2.7960524402202553e-5,-0.009145842912056473,0.011071634600334201,-0.005686512057885168,0.00653179935492442
16,-0.007810967831509994,-0.019686703669671325,0.0024015751022912557,-0.015321457606470936,-0.001740127493702605
17,-0.014748539621631914,-0.02450143340704855,-0.0055665669647794545,-0.0211067897277126,-0.008975233416656112
18,-0.0012145820028520952,-0.012475680068357252,0.008734748096619775,-0.008004606112037068,0.004715890067918996
19,-0.006934626900609224,-0.016334536267646322,0.003038009952422217,-0.013192484751258005,-0.0016426926094844693
20,-0.0005517378541527686,-0.010109084652502612,0.008057844597214437,-0.0059783403895762085,0.004686403826245906
21,-0.0002903050532088386,-0.009578981631068283,0.006783052138560406,-0.005578549853236441,0.004295304749629972
22,0.01059431964023186,0.0018355262582649984,0.02083584030886005,0.005343291621033406,0.01643698831949716
23,-0.011614418009409872,-0.021690684393280243,-0.0027708987559255088,-0.0178839661576225,-0.00666280769550832
24,0.008689902819979485,-0.0009544020203336133,0.019523288099385867,0.002324934511375283,0.01586263537668578
25,0.0035174365165438082,-0.007159445809131745,0.013827795361001812,-0.0022611422290362195,0.0092423069201799
26,-0.005179471050323434,-0.016464480283094413,0.004854271485669739,-0.01192720917108351,0.0012397767364011542
27,-0.00031933585262960875,-0.010129347170963098,0.008319386659983122,-0.006197233339960836,0.004723529586725721
28,-0.002313804939559327,-0.012424232098625514,0.009334161205630064,-0.008342846831546496,0.004851033875534623
29,-0.006400760269190069,-0.0182289557556135,0.004310999240079469,-0.01309235367766156,-5.445301366541547e-5
30,-0.010435591205191594,-0.01921010601003729,-0.002824085877799437,-0.015917031077715967,-0.005385363803413249
31,0.005187346395531502,-0.002506620804401955,0.013818090428321602,0.0008216290757930731,0.009853031894516211
32,-0.0054454092554792185,-0.011754709492473057,0.003484377546901213,-0.009903161956430805,5.351801923829738e-5
33,0.00525976370790504,-0.002678756479215938,0.012726623604311326,0.00043553192297439165,0.009348235592660847
34,-0.006680347521882252,-0.019701585828785846,0.00488723014710327,-0.01405454830891524,1.0214975262471185e-6
35,-0.009901246940854617,-0.020888795943452422,-0.0007252459125704092,-0.016580736948059775,-0.004127783548996809
36,0.0002591681282052882,-0.009256595245403492,0.009777666653662129,-0.005269825989211713,0.006453068612900778
