horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,theta,boot_se_theta,ci_lo95_theta,ci_hi95_theta,ci_lo90_theta,ci_hi90_theta
0,-0.00943205971085509,0.0034216504438007627,-0.01686723688466906,-0.0041444559106311,-0.015774591296081924,-0.004818829437423413,-0.01027544804705739,0.003665862119191916,-0.017950780656125785,-0.0036475734411268107,-0.017022452318668245,-0.00467758637755714
1,-0.01227791660244652,0.002947909127553802,-0.01794946387133138,-0.006444448045826596,-0.017013864724558625,-0.0072894409935783215,-0.009910604094728086,0.0033710830654892663,-0.01655424706910475,-0.003498544827985015,-0.015351860792984747,-0.004211467058570202
