horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,theta,boot_se_theta,ci_lo95_theta,ci_hi95_theta,ci_lo90_theta,ci_hi90_theta
0,0.004466949479841053,0.00321001544947804,-0.00198389547565171,0.010528810055412119,-0.0008823076716611057,0.00946661611846422,0.0036235611436387515,0.00374048162792709,-0.0034800396383434778,0.011563889067762356,-0.002169598609928829,0.010052460029037587
1,0.0011517623915279695,0.0038014282208324998,-0.0059174835173954,0.008369774531607909,-0.005331673125987411,0.007117833072847488,0.0035190748992464022,0.004908250864130412,-0.004883765160639167,0.013586310668398731,-0.004165560269435801,0.011744252868421947
