horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,theta,boot_se_theta,ci_lo95_theta,ci_hi95_theta,ci_lo90_theta,ci_hi90_theta
0,0.0008433883362023015,0.0019380185179023277,-0.003347624826938069,0.004264503099122413,-0.002668492346190608,0.003733847402209544,0.0,NaN,NaN,NaN,NaN,NaN
1,-0.0023673125077184327,0.0023659175935420206,-0.00725593310849323,0.0019472613816337633,-0.006349999338439588,0.0011764651637952458,0.0,NaN,NaN,NaN,NaN,NaN
