horizon,coef_name,beta,dk_se,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,n_boot_valid
0,intercept,-1.556204694734196e-8,0.0004595180043433252,1.4751708265471585e-8,-3.289737355521216e-8,2.3504110900531295e-8,-2.908406266682141e-8,1.9220942980185635e-8,500
0,shock,0.0008433883362023015,0.001875692114584953,0.0019380185179023277,-0.0033476248269380684,0.004264503099122413,-0.0026684923461906076,0.003733847402209544,500
0,shock_x_occ2,0.0036235611436387515,0.0036729931498732235,0.00374048162792709,-0.003480039638343476,0.011563889067762356,-0.002169598609928829,0.010052460029037587,500
0,shock_x_occ3,-0.008127479509583948,0.005614987063867341,0.005542967032315539,-0.01909563053234388,0.002898653098912315,-0.017377086512757538,0.001016130588244584,500
0,shock_x_occ4,-0.005097415711414253,0.004528260096565539,0.004763156970205691,-0.01434538949216466,0.004321264995575648,-0.012666669146419934,0.002933019968590738,500
0,shock_x_occ5,-0.003922560206846541,0.003855503260800694,0.003893108088131757,-0.010791994767903088,0.004938834025081377,-0.009861392992244842,0.003210583396315356,500
0,shock_x_occ6,-0.005292969638144268,0.0041127332916305525,0.00412073822360429,-0.014628751988701595,0.0023628643550593874,-0.012522883731348803,0.001051025918036343,500
0,shock_x_occ7,-0.007013129215787976,0.004936963953128136,0.005005378046326567,-0.018165631580114607,0.0018517092890966286,-0.015371243943454377,0.0006087637738278713,500
0,shock_x_occ8,-0.01027544804705739,0.003712850827973755,0.003665862119191916,-0.017950780656125785,-0.0036475734411268107,-0.01702245231866825,-0.00467758637755714,500
0,shock_x_occ9,-0.0018929939490475178,0.003936391548512032,0.003915243598962072,-0.009423938674662003,0.005843572818022138,-0.00817230115553297,0.004370404420348211,500
0,shock_lag1,-0.0009951349360320832,0.0009557898263500442,0.001031150999700196,-0.0030890326451702317,0.0009940724505449715,-0.002690527707508118,0.0006023453865017974,500
0,shock_lag2,-0.00019640076119355654,0.00108484787301539,0.0011386614748265847,-0.0022779535672185587,0.0022287677103282524,-0.001885478826514849,0.001911854113188334,500
0,shock_lag3,0.004098991147091422,0.0012699587732912423,0.0012995772523545252,0.001573408439780271,0.006623217378067349,0.0018961339278692757,0.006343283412491505,500
0,shock_lag4,-0.0005769171056085938,0.001201471969841043,0.0012723108928082846,-0.0031925911085170016,0.0019928979950666306,-0.0026473063967482704,0.0014234075486760846,500
0,shock_lag5,0.0015546929167124886,0.0012263623948517148,0.0013069624533284141,-0.0012685413133022804,0.004051326795468742,-0.0006490256355127775,0.003674757327995071,500
0,shock_lag6,0.0017816233321286663,0.0011967127693321132,0.0012468525253304338,-0.0003829701748153378,0.004386604842804093,-6.476070789040333e-5,0.003932873158423421,500
0,shock_lag7,-0.00033518055082051466,0.0011804657638132406,0.0011955505353627857,-0.002812746999202442,0.0018287747905219157,-0.002377750938469036,0.0015534898299834922,500
0,shock_lag8,0.0005791193042097149,0.0010237602007949556,0.001069532833462541,-0.0014975772861619456,0.002659704518661479,-0.001180121909562586,0.002464898449615046,500
0,shock_lag9,0.0009117097159747462,0.0009529673590714115,0.0010280588976533508,-0.0013653625220306949,0.0027459588165392314,-0.0009509280989147571,0.0024811340463829655,500
