horizon,beta_abs,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,theta,boot_se_theta,ci_lo95_theta,ci_hi95_theta,ci_lo90_theta,ci_hi90_theta
0,-0.004254027375211951,0.0048480517620549035,-0.01346305930014094,0.005714496436427429,-0.011333172388881032,0.003623368438491551,-0.005097415711414253,0.004763156970205691,-0.014345389492164663,0.004321264995575648,-0.012666669146419934,0.002933019968590738
1,-0.004685254794913069,0.005612800978716108,-0.017310389737081974,0.00488505353570442,-0.013909421479485056,0.003752061637800836,-0.002317942287194636,0.00535796410476695,-0.013270759068941571,0.008527733322740374,-0.011448789636250735,0.006212286005865646
