horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68,outcome,industry,industry_label,occ_group,occupation
0,0.0022820844837843964,-0.003931526282109678,0.008242656918646611,-0.0016360897173845843,0.005607063995982788,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
1,0.007928516579596836,0.000136316497680076,0.014600971530523567,0.0034992373362942126,0.01185796476438172,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
2,0.007026887781081524,0.0019012736180305271,0.013154145637939853,0.004120036698327063,0.010491417372925069,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
3,-0.0013293860053251367,-0.007677997307587595,0.0044264174245329975,-0.004950715250381067,0.0025037407978982682,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
4,-0.006765955692195249,-0.012822439059359782,0.00020280947984080335,-0.010098884267323485,-0.0020673984193532845,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
5,0.0025350005061020313,-0.004239035704051861,0.009038476726048995,-0.0013791442488230465,0.006102255510329183,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
6,-0.001584905014632094,-0.00929767810384607,0.005030987297429002,-0.005798891160269015,0.002272336244598103,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
7,0.006098672004532634,-0.0013893978025418486,0.012328662009949351,0.001749992922234456,0.010064704153997314,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
8,0.004430398038910866,-0.0027160999055074377,0.011854292422900996,0.0006867486299575393,0.008843479500221267,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
9,-0.0012172965723946608,-0.009688849964989811,0.006690736894530444,-0.006765651514140073,0.00354985424850916,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
10,0.004411219289928333,-0.0021994689679011217,0.01037760817937923,0.0005938760478979709,0.007969431964368705,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
11,-0.0041646851126109375,-0.010071199142540737,0.0024007916520196277,-0.007723272955499871,-7.77997888242567e-5,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
12,0.0047828929492630505,-0.0005595004298831292,0.011024399790158238,0.001525980765450117,0.008367002271091824,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
13,-0.0014142862705408684,-0.00708142428692357,0.004754055305759366,-0.0044945103202474156,0.0021788234664642126,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
14,-0.0009861062195235136,-0.009613059944728573,0.007588397158178782,-0.006003837477449243,0.003941454678576876,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
15,-0.003607362174698789,-0.010442122051402675,0.0023517299606316306,-0.007415380116471816,3.7158142993285424e-6,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
16,-0.005639774969748405,-0.0113359156713018,0.0006828075472986713,-0.008951665767060288,-0.0017365891001865984,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
17,0.013974825830881069,0.008965748407296956,0.019639246315839774,0.01093761067139601,0.017424050070026596,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
18,0.00447909386693713,-0.0016371071423203504,0.011210775895216074,0.0013507018523227143,0.00858851540134841,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
19,0.00428457240110426,-0.0034049711172891564,0.010998102677288124,-0.0002415228777498113,0.008424333773784223,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
20,-0.007438958729644429,-0.012394177771384164,-0.0024746020912137234,-0.010298430830330389,-0.004134192372830489,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
21,-0.001955082401234898,-0.008255570903085357,0.0046394817547665635,-0.005512181616242672,0.0017943724119060802,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
22,-0.00668492167648912,-0.014557710952764273,-8.73473869730957e-5,-0.011184653020006183,-0.002736950663601298,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
23,0.016122106577604677,0.010693180671015733,0.021828312600023592,0.013121091874972884,0.01975218323879077,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
24,0.005363555326695131,-0.0008824391864480207,0.012141535964042039,0.001623452427370577,0.009321845579739581,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
25,0.005107106899593504,-0.002287132845977348,0.011455939841039075,0.0007040439666141738,0.009289318367379677,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
26,0.0003000404953070095,-0.006233221449478344,0.006541810484197952,-0.003769145760587539,0.0042520001765099374,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
27,-0.005055382468632423,-0.011886225858268259,0.001966981168349576,-0.009126040344459678,-0.0007060302498098628,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
28,0.005205117625633475,-0.002754083194444157,0.012343604838990229,0.0002801295747070637,0.00960426711924879,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
29,0.008489263165370908,0.0011201315355712687,0.015057535125573073,0.004196723407607994,0.012080351310683104,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
30,-0.005084568600285714,-0.009903787257052033,-4.187623169587661e-5,-0.008078363639632066,-0.002081479652005458,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
31,-0.0014077681663988864,-0.007413990457003909,0.0052274166568924045,-0.005077187483495985,0.002722731199136889,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
32,0.002695907202155161,-0.0028939491938891567,0.007914855296294513,-0.000720993366000689,0.00592482623309752,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
33,0.006087496180265376,-0.0007060970822307952,0.013192497462675666,0.001667002717660444,0.010367783465414782,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
34,0.0025980906564283253,-0.0027150306381746752,0.00926503031138362,-0.00034397305821170024,0.0066024495557637855,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
35,-0.010817237818139015,-0.017455768230533956,-0.00515146244921849,-0.014400959139369281,-0.007221460767223931,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
36,0.007101580258741923,-0.0020937514089360617,0.014171943352438845,0.0012660615900144181,0.011043367973041757,hourly_rate,Energy_intensive,Energy intensive,1,Managerial
0,0.0022770128813177247,-0.006196043593350758,0.010769532756873739,-0.0025820220203748023,0.007323484090832796,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
1,0.0006600859325552346,-0.009563932810826568,0.011269022872342521,-0.0055868135064270335,0.006381373958867162,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
2,-0.0014386356374959661,-0.009426263144818462,0.007332947796704223,-0.006770050331549008,0.003841545284842091,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
3,-0.002375072958161545,-0.009499562171291083,0.007615799151073431,-0.006973433844214656,0.0036644570491698486,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
4,0.000628535191702253,-0.006412063777534756,0.007844933613713257,-0.003789328823777529,0.005327558789213066,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
5,-0.010111757688236404,-0.01692289691674071,-0.004066170370208807,-0.013927298539117512,-0.006278501143849079,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
6,-0.003380985496028882,-0.01100596260819264,0.0043574155730066975,-0.008072255141789718,0.0010466583707064276,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
7,-0.000185231743839893,-0.006732327464334262,0.007545921432184383,-0.003836821484424566,0.004401475845333271,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
8,-0.002451882700962118,-0.010780865675758072,0.006356993932919883,-0.007958119663681616,0.0027233695291636615,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
9,-0.00012455003260571524,-0.008338184131723969,0.007507970545862042,-0.00533765740876607,0.004918347838701833,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
10,0.001700279296030287,-0.008158509065949168,0.012465741050236706,-0.004093996244762733,0.008463992206726816,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
11,0.00950753721742656,0.0008910031967334173,0.017480194718253537,0.0037198558146341676,0.014252912863974504,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
12,-0.006163464061338646,-0.015174449845840451,0.0017730056711134506,-0.011750290303541555,-0.0009123994092126051,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
13,0.0051421172068038075,-0.0032729435265335593,0.01286906297944541,9.084707069280124e-5,0.009737012413385225,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
14,0.004470165195750123,-0.004259069393666515,0.013613399465133675,-0.0013865622368080845,0.010240360231418489,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
15,-0.004354847496327364,-0.013724859684222053,0.003426424669706411,-0.01007425337208916,0.00033414107370611634,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
16,-0.005094583898993609,-0.012333036753065662,0.002654200434786272,-0.00968242242264327,-0.0004340509486903503,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
17,0.003936629842903956,-0.009119919452971453,0.014965579052287247,-0.0038079711053846544,0.01083829389910955,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
18,0.003290670177902253,-0.005127209157568412,0.01179722856045308,-0.0016166498619088255,0.00836937950443752,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
19,-0.00027025058904854424,-0.00811514942113419,0.0081368592367844,-0.0051045752059005476,0.00487719915254446,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
20,-0.0004952635326836369,-0.009693522358175697,0.013899564873441395,-0.006841644210529117,0.00859779766461316,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
21,0.004301534222884866,-0.0035067726752225394,0.014127198718335196,-0.0006552395872473924,0.010591367032419996,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
22,-0.004908986053080003,-0.01612979707953696,0.007840334953492597,-0.01149135158871955,0.0025062624520338543,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
23,-0.007264224281306603,-0.015098029515208968,-0.00011547783367850482,-0.011632692896679066,-0.0035130724435644134,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
24,-0.008391693200315542,-0.01815658643508394,0.0012860432498029914,-0.014011760164060116,-0.0022475286332748123,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
25,-0.0035414834171414817,-0.013120196587784221,0.005937522003768636,-0.009320539900697474,0.0024578654595320557,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
26,-0.003524459339785265,-0.015067525719480387,0.005554734594664868,-0.010449272207711658,0.0017473064964654609,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
27,0.00900569190380792,-0.0010524839475090086,0.019472750604701917,0.0031723248154965312,0.015814096503227106,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
28,-0.008738833377812966,-0.01865477494682761,0.0006295464634503076,-0.01482772781617704,-0.0033934957961502758,hourly_rate,Energy_intensive,Energy intensive,2,Professional specialty
