outcome,industry,occ_id,Occupational_Group,cumulative_beta,n_horizons_used,Plot_Label,task_abstract,task_routine,task_manual
unemployment,Energy_intensive,1,group1_Managerial,0.042760607533966155,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
unemployment,Energy_intensive,2,group2_Professional_specialty,0.01991561522672138,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
unemployment,Energy_intensive,3,group3_High_tech,0.007585548909640928,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
unemployment,Energy_intensive,4,group4_Sales,0.11773780588912863,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
unemployment,Energy_intensive,5,group5_Administrative_support,0.0675959557524692,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
unemployment,Energy_intensive,6,group6_Service,0.1383041986698315,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
unemployment,Energy_intensive,7,group7_Farming_forestry_construction,0.057075868177194844,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
unemployment,Energy_intensive,8,group8_Precision_production_repair,0.043724488798508994,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
unemployment,Energy_intensive,9,group9_Machine_operators_transport,0.08732840311823639,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
unemployment,Manufacturing_Construction,1,group1_Managerial,0.050797570710045474,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
unemployment,Manufacturing_Construction,2,group2_Professional_specialty,0.06373442735742538,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
unemployment,Manufacturing_Construction,3,group3_High_tech,0.07800857711764754,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
unemployment,Manufacturing_Construction,4,group4_Sales,0.11426678569306614,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
unemployment,Manufacturing_Construction,5,group5_Administrative_support,0.08214938635745389,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
unemployment,Manufacturing_Construction,6,group6_Service,0.176656396801185,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
unemployment,Manufacturing_Construction,7,group7_Farming_forestry_construction,0.148528555675277,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
unemployment,Manufacturing_Construction,8,group8_Precision_production_repair,0.08910582193047137,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
unemployment,Manufacturing_Construction,9,group9_Machine_operators_transport,0.11873844294566038,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
unemployment,Services,1,group1_Managerial,0.05198573315935871,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
unemployment,Services,2,group2_Professional_specialty,0.03688014810635976,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
unemployment,Services,3,group3_High_tech,0.05289515590588624,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
unemployment,Services,4,group4_Sales,0.08272843699336131,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
unemployment,Services,5,group5_Administrative_support,0.06338628317734724,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
unemployment,Services,6,group6_Service,0.07059602253091112,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
unemployment,Services,7,group7_Farming_forestry_construction,0.06430811910729917,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
unemployment,Services,8,group8_Precision_production_repair,0.08104933098954192,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
unemployment,Services,9,group9_Machine_operators_transport,0.09618015935403919,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
unemployment,Trade,1,group1_Managerial,0.054971287248678904,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
unemployment,Trade,2,group2_Professional_specialty,0.037657008561884184,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
unemployment,Trade,3,group3_High_tech,0.05452910589167882,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
unemployment,Trade,4,group4_Sales,0.07660894965971558,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
unemployment,Trade,5,group5_Administrative_support,0.06937234557155615,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
unemployment,Trade,6,group6_Service,0.07477103948300522,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
unemployment,Trade,7,group7_Farming_forestry_construction,-0.04249375443329959,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
unemployment,Trade,8,group8_Precision_production_repair,0.06547985656035038,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
unemployment,Trade,9,group9_Machine_operators_transport,0.07880456992395492,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
