group_id,cum_irf,oil_intensity,fitted,residual,alpha,delta,r_squared,var_share
1,-0.20586891873549315,0.0791542933632154,-0.0966857830715778,-0.10918313566391535,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
2,-0.03959347422871572,0.049967435301234944,-0.08076837573348586,0.04117490150477014,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
3,0.07845539123979221,0.08638651417638174,-0.10062996248265839,0.1790853537224506,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
4,-0.21712347954866607,0.030304485848941843,-0.07004494756469093,-0.14707853198397514,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
5,-0.061790985369006984,0.10934693085611798,-0.11315170443129768,0.0513607190622907,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
6,-0.07562788081145652,0.029739489507628603,-0.06973681995156736,-0.005891060859889163,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
7,-0.011789639631372598,0.0662659184440039,-0.08965695135973381,0.07786731172836121,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
8,-0.1402360695069004,0.1419274917738512,-0.13091990881731952,-0.009316160689580882,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
9,-0.22735176428766116,0.17568938564073755,-0.149332367467149,-0.07801939682051215,-0.05351802834629805,-0.5453621388191265,0.0665651855724324,0.06656518557243257
