CIRF_36,CIRF_24,occupation,industry,file,Peak_24,occ_id,outcome,Peak_36,PeakMonth_24,PeakMonth_12,Peak_12,CIRF_12,PeakMonth_36
-0.15295978482178488,-0.06315318604926598,Managerial,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ1_Managerial.csv,0.003563788129836099,1,employment,0.003563788129836099,4,4,0.003563788129836099,-0.006141295689361869,4
-0.022225464226440433,0.013482368547419596,Professional_specialty,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ2_Professional_specialty.csv,0.013675979014336837,2,employment,0.013675979014336837,5,5,0.013675979014336837,-0.0037479571612863633,5
-0.18907486861533762,-0.11393288546594817,High_tech,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ3_High_tech.csv,0.014663033254525882,3,employment,0.017326594532945327,17,4,0.007840051890946843,-0.10346385421390879,35
-0.09485948142433157,-0.03125180760990389,Sales,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ4_Sales.csv,0.019160636319446898,4,employment,0.019160636319446898,18,9,0.01361637711398574,-0.0590937022936349,18
-0.13362696216924214,-0.06281159996364727,Administrative_support,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ5_Administrative_support.csv,0.0023447721516039106,5,employment,0.0023447721516039106,11,11,0.0023447721516039106,-0.030086160106857312,11
-0.23100165943821047,-0.1824501119770506,Service,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ6_Service.csv,0.01856063815410664,6,employment,0.01856063815410664,2,2,0.01856063815410664,-0.014511654954621353,2
0.3917906527786307,0.24228644236033559,Farming_forestry_construction,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ7_Farming_forestry_construction.csv,0.02399394674588417,7,employment,0.02653119584716135,14,7,0.015282544119406015,0.08769941963189001,26
-0.014633114451298007,-0.015114482834277448,Precision_production_repair,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ8_Precision_production_repair.csv,0.009441069046218328,8,employment,0.009911508898628175,1,1,0.009441069046218328,0.011942849158638805,35
-0.203751613447555,-0.12973306476675406,Machine_operators_transport,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Energy_intensive/irf_occ9_Machine_operators_transport.csv,0.0033475103026620536,9,employment,0.0033475103026620536,2,2,0.0033475103026620536,-0.041766792753378704,2
-0.21966024489832908,-0.11066997865724705,Managerial,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ1_Managerial.csv,0.002649128748302602,1,employment,0.002649128748302602,3,3,0.002649128748302602,-0.021803998946179775,3
-0.18445469980669893,-0.08293789708978479,Professional_specialty,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ2_Professional_specialty.csv,0.006499946589193164,2,employment,0.006499946589193164,5,5,0.006499946589193164,-0.011219109292064619,5
0.15036773467060804,0.12508123005116104,High_tech,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ3_High_tech.csv,0.016720989197093358,3,employment,0.016720989197093358,6,6,0.016720989197093358,0.1027288492982852,6
-0.008346755651041367,0.01761180378101734,Sales,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ4_Sales.csv,0.009190330088713878,4,employment,0.012769032281698556,8,8,0.009190330088713878,0.02284671476801238,26
-0.04082696395534262,0.03544556384369521,Administrative_support,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ5_Administrative_support.csv,0.01023259193837441,5,employment,0.01023259193837441,6,6,0.01023259193837441,0.06998771954398877,6
0.31379593098634223,0.3086392899206946,Service,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ6_Service.csv,0.03494540165986226,6,employment,0.03494540165986226,2,2,0.03494540165986226,0.17741970766006218,2
-0.10493194311483366,-0.04382951500742581,Farming_forestry_construction,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ7_Farming_forestry_construction.csv,0.0047163419691128835,7,employment,0.0047163419691128835,9,9,0.0047163419691128835,0.022761094961491445,9
-0.3011421405384051,-0.1689427589506998,Precision_production_repair,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ8_Precision_production_repair.csv,-0.0006196053990390843,8,employment,-0.0006196053990390843,0,0,-0.0006196053990390843,-0.08506515680300575,0
-0.2507827340804375,-0.16661196707760761,Machine_operators_transport,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,0.0004364692070151506,9,employment,0.0004364692070151506,2,2,0.0004364692070151506,-0.0640515745344429,2
-0.22129016770086987,-0.12618055082665738,Managerial,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ1_Managerial.csv,-0.001428881475513934,1,employment,-0.001428881475513934,5,5,-0.001428881475513934,-0.04971931351104731,5
-0.024010739704023665,0.013420476848244385,Professional_specialty,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ2_Professional_specialty.csv,0.00559205926529018,2,employment,0.00559205926529018,2,2,0.00559205926529018,0.028691368933990595,2
0.07520512367412287,0.0626085758000628,High_tech,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ3_High_tech.csv,0.006626093431913687,3,employment,0.006626093431913687,7,7,0.006626093431913687,0.028527894251158196,7
-0.40078548092957567,-0.23418602656417606,Sales,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ4_Sales.csv,-0.003690295248419131,4,employment,-0.003690295248419131,2,2,-0.003690295248419131,-0.11094585061990854,2
-0.06095587951000617,-0.04179554041401363,Administrative_support,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ5_Administrative_support.csv,0.0034730805153734465,5,employment,0.0034730805153734465,2,2,0.0034730805153734465,-0.0028487430214808457,2
-0.046810709056861854,-0.01762404529332893,Service,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ6_Service.csv,0.003850871626579009,6,employment,0.003850871626579009,11,11,0.003850871626579009,-0.009356426060124337,11
0.02622419928441371,0.0015549314339587236,Farming_forestry_construction,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ7_Farming_forestry_construction.csv,0.013639591075589225,7,employment,0.014416324020510846,13,1,0.0124401819564648,0.02477392256798049,26
0.045301916195175145,0.0330708020875374,Precision_production_repair,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ8_Precision_production_repair.csv,0.008983901044654043,8,employment,0.008983901044654043,2,2,0.008983901044654043,0.013711123758759164,2
-0.062843442638079,-0.042735885012339124,Machine_operators_transport,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Services/irf_occ9_Machine_operators_transport.csv,0.008404354298992002,9,employment,0.008404354298992002,2,2,0.008404354298992002,-0.013779249417046193,2
-0.11046902840834158,-0.06811419513502998,Managerial,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ1_Managerial.csv,0.00594778714170508,1,employment,0.00594778714170508,17,6,0.00159034158678509,-0.047995534746396944,17
-0.1607878858786068,-0.0334953405401676,Professional_specialty,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ2_Professional_specialty.csv,0.010176628690917455,2,employment,0.010176628690917455,5,5,0.010176628690917455,0.019749933296646385,5
-0.4909206261640526,-0.8239520347290215,High_tech,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ3_High_tech.csv,0.11943489218388935,3,employment,0.14876548430832712,23,3,0.045479231168500514,-0.8260281003472896,33
-0.17660931667400054,-0.11828697564587398,Sales,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ4_Sales.csv,9.708699055150752e-5,4,employment,9.708699055150752e-5,21,2,-0.0008464618275532951,-0.061278237030356966,21
0.045295142127206686,0.04399507629941317,Administrative_support,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ5_Administrative_support.csv,0.009657010006839809,5,employment,0.009657010006839809,6,6,0.009657010006839809,0.046480644579231754,6
-0.12138891399416307,-0.07292259895492695,Service,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ6_Service.csv,0.010588017787256541,6,employment,0.010588017787256541,2,2,0.010588017787256541,-0.04018578309116412,2
-1.7331477223553704,-0.9533222985292266,Farming_forestry_construction,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ7_Farming_forestry_construction.csv,0.06403016984182862,7,employment,0.06403016984182862,3,3,0.06403016984182862,0.14144613932265518,3
-0.056204794620767495,-0.05555951010703247,Precision_production_repair,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ8_Precision_production_repair.csv,0.003936292545220205,8,employment,0.005027514800816746,21,7,0.001923616473275823,-0.03877783611454572,32
-0.20692294503264144,-0.12606576214819246,Machine_operators_transport,Trade,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/employment/Trade/irf_occ9_Machine_operators_transport.csv,0.006709330049753011,9,employment,0.006709330049753011,3,3,0.006709330049753011,-0.05792773345746283,3
0.05615075022742348,0.040931104797383835,Managerial,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ1_Managerial.csv,0.016122106577604677,1,hourly_rate,0.016122106577604677,23,1,0.007928516579596836,0.02443344323604159,23
-0.051737211388381464,-0.021096862205147407,Professional_specialty,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ2_Professional_specialty.csv,0.00950753721742656,2,hourly_rate,0.00950753721742656,11,11,0.00950753721742656,-0.011458129799637111,11
0.20987619166010654,0.17091620239128227,High_tech,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ3_High_tech.csv,0.0482442805275529,3,hourly_rate,0.0482442805275529,12,12,0.0482442805275529,0.17129008054152056,12
-0.04430769090309499,-0.04288524961133226,Sales,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ4_Sales.csv,0.02457486298998846,4,hourly_rate,0.030504235288038997,5,5,0.02457486298998846,-0.029998291098884182,26
0.08706471616124038,0.061366659998460873,Administrative_support,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ5_Administrative_support.csv,0.01122587787991465,5,hourly_rate,0.01122587787991465,24,8,0.005727972282404405,0.02893552010151761,24
0.3699327609159919,0.23332782072996272,Service,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ6_Service.csv,0.05868107539645266,6,hourly_rate,0.05868107539645266,24,3,0.04860499358445028,0.10747203025545593,24
-0.0829969750456599,-0.08254050431424008,Farming_forestry_construction,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ7_Farming_forestry_construction.csv,0.007235117762725818,7,hourly_rate,0.007664692406909391,13,11,0.005329354014882448,-0.03252199756400275,27
-0.061191423040419794,-0.05211849669638745,Precision_production_repair,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ8_Precision_production_repair.csv,0.007464394613082928,8,hourly_rate,0.007464394613082928,11,11,0.007464394613082928,-0.046973373494568725,11
0.06082966752386109,0.04705810585096778,Machine_operators_transport,Energy_intensive,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Energy_intensive/irf_occ9_Machine_operators_transport.csv,0.011486442250039605,9,hourly_rate,0.011486442250039605,14,10,0.005028650519413616,0.0054724327358801695,14
0.020965711909614576,0.016160153647791987,Managerial,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ1_Managerial.csv,0.0079029141999422,1,hourly_rate,0.008026521355029669,3,3,0.0079029141999422,0.011930119895842941,32
0.004688095863586291,0.022435118190587005,Professional_specialty,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ2_Professional_specialty.csv,0.006871112834865867,2,hourly_rate,0.006871112834865867,3,3,0.006871112834865867,0.028842520009948955,3
-0.1254167679735731,-0.0844931293845901,High_tech,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ3_High_tech.csv,0.005915460527156893,3,hourly_rate,0.008828219898128757,18,6,0.0019796249175217306,-0.06793873255798372,31
-0.03207223061094601,0.033203687760123765,Sales,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ4_Sales.csv,0.01568456004764952,4,hourly_rate,0.01568456004764952,24,6,0.015599516339230917,0.08305730481425265,24
-0.011141963686207734,-0.011789845490988504,Administrative_support,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ5_Administrative_support.csv,0.0067040978381315884,5,hourly_rate,0.0067040978381315884,18,10,0.004335593208603056,-0.00410483408546182,18
0.10269192305428042,0.06720445702115549,Service,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ6_Service.csv,0.05059315709313215,6,hourly_rate,0.05150553095495368,20,12,0.03913851692308339,0.07543414272016108,29
0.0019880332451295236,0.03510080269419139,Farming_forestry_construction,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ7_Farming_forestry_construction.csv,0.008699864726248688,7,hourly_rate,0.008699864726248688,3,3,0.008699864726248688,0.025427146695324854,3
-0.06098147627447321,-0.03426527336985614,Precision_production_repair,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ8_Precision_production_repair.csv,0.00428582806026402,8,hourly_rate,0.00428582806026402,15,9,0.0025779780351225965,-0.02719211286068612,15
-0.02112813134393368,0.004333906054879017,Machine_operators_transport,Manufacturing_Construction,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Manufacturing_Construction/irf_occ9_Machine_operators_transport.csv,0.004790460724859284,9,hourly_rate,0.004790460724859284,7,7,0.004790460724859284,0.005624017867748877,7
-0.006001517789066182,-0.006022578743845481,Managerial,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Services/irf_occ1_Managerial.csv,0.0032916723210359255,1,hourly_rate,0.0039151830669917655,12,12,0.0032916723210359255,0.006604911549717686,25
0.010532512076940012,-0.004465343375369298,Professional_specialty,Services,/home/banjiayu/workspace/Thesis-code/src/occ_ind/../../result/occ_ind_4/hourly_rate/Services/irf_occ2_Professional_specialty.csv,0.0036291424407235515,2,hourly_rate,0.004836459885076276,4,4,0.0036291424407235515,-0.00026524637645525566,26
