ind_group,ind_label,horizon,beta,boot_se,p_value,bh_reject
1,Energy_intensive,0,0.0011272714881245293,0.0006135863066017614,0.064,false
1,Energy_intensive,1,8.457031825630832e-5,0.0008930855363627393,0.956,false
1,Energy_intensive,2,-0.00044533361287754577,0.0010234815022859486,0.596,false
1,Energy_intensive,3,0.0005622969146803936,0.0009043238119940023,0.592,false
1,Energy_intensive,4,0.00046086194549864185,0.001042872875460552,0.636,false
1,Energy_intensive,5,0.0012861187692147645,0.0011639113756581243,0.26,false
1,Energy_intensive,6,0.0012261349436173366,0.0011178451594908232,0.312,false
1,Energy_intensive,7,0.001697997257142425,0.0011558165038636529,0.152,false
1,Energy_intensive,8,0.001029396857599389,0.0011035463630183066,0.468,false
1,Energy_intensive,9,0.001406063837847708,0.001116926055125841,0.256,false
1,Energy_intensive,10,0.0018255702181150131,0.0012700697164573578,0.184,false
1,Energy_intensive,11,0.0014917677524624617,0.0013309990807977253,0.312,false
1,Energy_intensive,12,0.0014615043362946904,0.0012494405150913887,0.304,false
1,Energy_intensive,13,0.001380849338132231,0.0013083687474415308,0.404,false
1,Energy_intensive,14,0.0014378912531334944,0.001298716566309996,0.364,false
1,Energy_intensive,15,0.001760382640974755,0.001451743340933251,0.26,false
1,Energy_intensive,16,0.0021949436649099656,0.0013431482544964976,0.12,false
1,Energy_intensive,17,0.001986537802308364,0.0015002883979861022,0.216,false
1,Energy_intensive,18,0.002724843025874122,0.0012821314699694756,0.04,false
1,Energy_intensive,19,0.0024380176211803222,0.0011733241170730146,0.06,false
1,Energy_intensive,20,0.0017089172705759413,0.001243395494239831,0.216,false
1,Energy_intensive,21,0.0023231522305501517,0.0011861390367494012,0.072,false
1,Energy_intensive,22,0.0035719906752203438,0.0011318280107906172,0.0,true
1,Energy_intensive,23,0.0037887480927619064,0.0010157197200013441,0.0,true
1,Energy_intensive,24,0.00352599244751258,0.0011434392415100897,0.0,true
1,Energy_intensive,25,0.002543837759137009,0.0010289654332834865,0.02,false
1,Energy_intensive,26,0.0020549043131472228,0.0010882667622093114,0.048,false
1,Energy_intensive,27,0.0017473088603788848,0.001049163226459019,0.08,false
1,Energy_intensive,28,0.003117709923880908,0.0010709760127291614,0.0,true
1,Energy_intensive,29,0.003002950903671347,0.0011227793277232556,0.012,false
1,Energy_intensive,30,0.003018063426125521,0.0009916232244752629,0.004,false
1,Energy_intensive,31,0.0026168260707277154,0.0009082195409795325,0.016,false
1,Energy_intensive,32,0.002179723254403657,0.0009907455617352227,0.028,false
1,Energy_intensive,33,0.00243659583101141,0.0010224922701263378,0.02,false
1,Energy_intensive,34,0.0025438215609381526,0.0010826726987959692,0.032,false
1,Energy_intensive,35,0.0016235424179533394,0.0012124247764170603,0.196,false
1,Energy_intensive,36,0.0011256790215378987,0.001259577842295639,0.38,false
2,Manufacturing_Construction,0,0.0019456462591843878,0.0010916542054920223,0.04,false
