ind_group,ind_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_beta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
1,Energy_intensive,63.65105258183836,37,0.002,10.756944252732003,12,0.56,28.788207273181087,13,0.008,23,0.0037887480927619064,0.0009424894770189797,true,false,true,Delayed_persistent
2,Manufacturing_Construction,38.24826786229099,37,0.392,11.50143533820764,12,0.464,12.98005143851966,13,0.458,21,0.005462083535134408,0.002221833539852206,false,false,false,Not_significant
3,Trade,53.103213324265454,37,0.05,10.806678407087821,12,0.522,23.212146265873752,13,0.054,24,0.0044087255806845175,0.0014087971835542808,true,false,true,Delayed_persistent
4,Services,71.44417248492121,37,0.002,18.54440982588738,12,0.122,29.49256308733096,13,0.008,28,0.003465838543672672,0.0009545866396704608,true,false,true,Delayed_persistent
