outcome,industry,occ_id,Occupational_Group,cumulative_beta,n_horizons_used,Plot_Label,task_abstract,task_routine,task_manual
hours,Energy_intensive,1,group1_Managerial,-0.03682801006804938,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hours,Energy_intensive,2,group2_Professional_specialty,-0.041850662019932705,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hours,Energy_intensive,3,group3_High_tech,-0.023202732871442606,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hours,Energy_intensive,4,group4_Sales,-0.03373933226920406,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hours,Energy_intensive,5,group5_Administrative_support,-0.05371439766184286,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hours,Energy_intensive,6,group6_Service,-0.008793892723063485,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hours,Energy_intensive,7,group7_Farming_forestry_construction,0.013355708479731335,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
hours,Energy_intensive,8,group8_Precision_production_repair,-0.026889743947916853,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hours,Energy_intensive,9,group9_Machine_operators_transport,-0.023743692116803165,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
hours,Manufacturing_Construction,1,group1_Managerial,-0.007079490876152125,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hours,Manufacturing_Construction,2,group2_Professional_specialty,-0.03879174273730399,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hours,Manufacturing_Construction,3,group3_High_tech,-0.05489329988375884,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hours,Manufacturing_Construction,4,group4_Sales,-0.10476716911337033,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hours,Manufacturing_Construction,5,group5_Administrative_support,-0.02139946475843712,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hours,Manufacturing_Construction,6,group6_Service,-0.12806250948843814,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hours,Manufacturing_Construction,7,group7_Farming_forestry_construction,-0.08975572197506036,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
hours,Manufacturing_Construction,8,group8_Precision_production_repair,-0.03908557060952666,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hours,Manufacturing_Construction,9,group9_Machine_operators_transport,-0.047437251874296864,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
hours,Services,1,group1_Managerial,-0.0387336735251387,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hours,Services,2,group2_Professional_specialty,-0.06779364968796905,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hours,Services,3,group3_High_tech,-0.04121880432531921,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hours,Services,4,group4_Sales,-0.06434173752467164,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hours,Services,5,group5_Administrative_support,-0.044283481363104914,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hours,Services,6,group6_Service,-0.09846878398030835,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hours,Services,7,group7_Farming_forestry_construction,-0.160384652532581,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
hours,Services,8,group8_Precision_production_repair,-0.04018127797938849,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hours,Services,9,group9_Machine_operators_transport,-0.11835791800253484,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
hours,Trade,1,group1_Managerial,0.0009106235245437621,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hours,Trade,2,group2_Professional_specialty,-0.04503313407338674,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hours,Trade,3,group3_High_tech,-0.11245044728495734,20,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hours,Trade,4,group4_Sales,-0.10203502784152527,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hours,Trade,5,group5_Administrative_support,-0.06587520100433586,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hours,Trade,6,group6_Service,-0.107738858100263,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hours,Trade,8,group8_Precision_production_repair,-0.13531117170272017,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hours,Trade,9,group9_Machine_operators_transport,-0.04788650779841067,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
