outcome,industry,occ_id,Occupational_Group,cumulative_beta,n_horizons_used,Plot_Label,task_abstract,task_routine,task_manual
hourly_rate,Energy_intensive,1,group1_Managerial,0.05386866574363909,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hourly_rate,Energy_intensive,2,group2_Professional_specialty,-0.0540142242696992,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hourly_rate,Energy_intensive,3,group3_High_tech,0.2042700458874776,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hourly_rate,Energy_intensive,4,group4_Sales,-0.04822629807135338,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hourly_rate,Energy_intensive,5,group5_Administrative_support,0.08516765689679097,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hourly_rate,Energy_intensive,6,group6_Service,0.3632548097857746,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hourly_rate,Energy_intensive,7,group7_Farming_forestry_construction,-0.08556581976285381,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
hourly_rate,Energy_intensive,8,group8_Precision_production_repair,-0.05707400100236896,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hourly_rate,Energy_intensive,9,group9_Machine_operators_transport,0.06024112966821998,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
hourly_rate,Manufacturing_Construction,1,group1_Managerial,0.021582173007377532,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hourly_rate,Manufacturing_Construction,2,group2_Professional_specialty,0.0013285518689522943,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hourly_rate,Manufacturing_Construction,3,group3_High_tech,-0.1167839870537459,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hourly_rate,Manufacturing_Construction,4,group4_Sales,-0.03741248089686499,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hourly_rate,Manufacturing_Construction,5,group5_Administrative_support,-0.013308762725514399,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hourly_rate,Manufacturing_Construction,6,group6_Service,0.07049965047333986,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hourly_rate,Manufacturing_Construction,7,group7_Farming_forestry_construction,0.006591032568966361,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
hourly_rate,Manufacturing_Construction,8,group8_Precision_production_repair,-0.05941459157422864,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hourly_rate,Manufacturing_Construction,9,group9_Machine_operators_transport,-0.021246596056823518,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
hourly_rate,Services,1,group1_Managerial,-0.008183157168020504,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hourly_rate,Services,2,group2_Professional_specialty,0.010027181499280412,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hourly_rate,Services,3,group3_High_tech,0.04306713950608875,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hourly_rate,Services,4,group4_Sales,0.005820936477696609,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hourly_rate,Services,5,group5_Administrative_support,0.041231399793539104,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hourly_rate,Services,6,group6_Service,0.04361629391215479,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hourly_rate,Services,7,group7_Farming_forestry_construction,-0.06194185209132258,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
hourly_rate,Services,8,group8_Precision_production_repair,-0.11282267178132828,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hourly_rate,Services,9,group9_Machine_operators_transport,-0.02704970620885714,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
hourly_rate,Trade,1,group1_Managerial,-0.030897176434065032,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
hourly_rate,Trade,2,group2_Professional_specialty,-0.09340730401611648,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
hourly_rate,Trade,3,group3_High_tech,3.1409587828892738,20,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
hourly_rate,Trade,4,group4_Sales,-0.10821019328159298,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
hourly_rate,Trade,5,group5_Administrative_support,-0.008854244093789489,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
hourly_rate,Trade,6,group6_Service,-0.057808961693567605,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
hourly_rate,Trade,8,group8_Precision_production_repair,-0.17434932741785503,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
hourly_rate,Trade,9,group9_Machine_operators_transport,-0.01072756278009679,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
