outcome,industry,occ_id,Occupational_Group,cumulative_beta,n_horizons_used,Plot_Label,task_abstract,task_routine,task_manual
employment,Energy_intensive,1,group1_Managerial,-0.15260349844188342,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
employment,Energy_intensive,2,group2_Professional_specialty,-0.019142974292067252,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
employment,Energy_intensive,3,group3_High_tech,-0.17838845132458453,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
employment,Energy_intensive,4,group4_Sales,-0.08952543559400422,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
employment,Energy_intensive,5,group5_Administrative_support,-0.1334509635697299,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
employment,Energy_intensive,6,group6_Service,-0.24567984398693846,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
employment,Energy_intensive,7,group7_Farming_forestry_construction,0.39824608605995016,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
employment,Energy_intensive,8,group8_Precision_production_repair,-0.019993632625212907,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
employment,Energy_intensive,9,group9_Machine_operators_transport,-0.198863965750592,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
employment,Manufacturing_Construction,1,group1_Managerial,-0.21929931281418946,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
employment,Manufacturing_Construction,2,group2_Professional_specialty,-0.18431750788088733,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
employment,Manufacturing_Construction,3,group3_High_tech,0.14502962087002724,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
employment,Manufacturing_Construction,4,group4_Sales,-0.013949794948845157,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
employment,Manufacturing_Construction,5,group5_Administrative_support,-0.04334225678117426,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
employment,Manufacturing_Construction,6,group6_Service,0.31038127286975553,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
employment,Manufacturing_Construction,7,group7_Farming_forestry_construction,-0.1026666775158362,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
employment,Manufacturing_Construction,8,group8_Precision_production_repair,-0.30052253513936605,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
employment,Manufacturing_Construction,9,group9_Machine_operators_transport,-0.2456647908156401,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
employment,Services,1,group1_Managerial,-0.21851410634033114,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
employment,Services,2,group2_Professional_specialty,-0.025588542820281463,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
employment,Services,3,group3_High_tech,0.07642473473268097,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
employment,Services,4,group4_Sales,-0.3939196635454373,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
employment,Services,5,group5_Administrative_support,-0.05947103705600805,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
employment,Services,6,group6_Service,-0.04049933237868234,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
employment,Services,7,group7_Farming_forestry_construction,0.026282323315652056,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
employment,Services,8,group8_Precision_production_repair,0.05184056194047577,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
employment,Services,9,group9_Machine_operators_transport,-0.06339597859591267,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
employment,Trade,1,group1_Managerial,-0.1058156266183854,36,Managerial,6.6498565918997805,2.551007454782252,0.4185861581181451
employment,Trade,2,group2_Professional_specialty,-0.15895467832283258,36,Prof.,5.201768046841373,3.760444977168745,1.278474578192888
employment,Trade,3,group3_High_tech,-0.5301531208471084,36,High Tech,5.270634150663304,5.442518418580114,0.9959354110238694
employment,Trade,4,group4_Sales,-0.17009448431082974,36,Sales,2.30377454165445,2.647265424568607,0.37881874685757894
employment,Trade,5,group5_Administrative_support,0.045742113516505326,36,Admin,2.3391314018616036,5.333257164249304,0.2204110028876943
employment,Trade,6,group6_Service,-0.11379238790080079,36,Service,1.1954308450476947,2.4308198120037146,1.6022550546506165
employment,Trade,7,group7_Farming_forestry_construction,-1.7162329716770657,36,Constr./Farm,2.3361823535471222,5.836463206855397,2.9314235861954288
employment,Trade,8,group8_Precision_production_repair,-0.05111490166694368,36,Prod./Repair,2.4281536551965717,6.928135967122102,1.5667984158106814
employment,Trade,9,group9_Machine_operators_transport,-0.2002962959819983,36,Mach./Transp.,0.8911292264882349,3.515737236919343,2.185799469928735
