horizon,coef_name,beta,dk_se,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68,n_boot_valid
0,intercept,-1.915654064870495e-9,2.1219822532519836e-5,2.095516211155814e-5,-4.1802171430571755e-5,4.389299278137508e-5,-3.361553043391837e-5,3.551046438305657e-5,-2.0487896053457503e-5,2.0114382858421392e-5,500
0,shock,-0.00014838886531082462,0.0007891967851252955,0.0007087688024606583,-0.001575770932697262,0.0011938114485081897,-0.001368242027786673,0.0009946046176350595,-0.0009290874616817483,0.0005068309751223893,500
0,shock_x_occ2,0.001678340545651323,0.0014503334752560904,0.0013698153639540712,-0.0008630855860298703,0.0043514896185093445,-0.00042609649329314293,0.004054036485358511,0.00028505828078771565,0.0030030317033365164,500
0,shock_x_occ3,2.5053016443832795e-5,0.0008703709405592163,0.0007999655501781381,-0.0014974928815615347,0.001595765455640588,-0.001245550167100012,0.0014136379655250177,-0.0007310632655756217,0.0009013324390657218,500
0,shock_x_occ4,-0.000376888524544089,0.0008739782615263809,0.0008265950726473743,-0.0019161351912891497,0.0013950939521920917,-0.00167119448252476,0.0010672759808620874,-0.0011230487590203776,0.0004888461244473003,500
0,shock_x_occ5,-0.00015519582359118704,0.0009740123229334242,0.0008945866166203346,-0.0018018736224871721,0.0018393692566720794,-0.0015976119948833075,0.0014602415003285329,-0.0009406314999696735,0.0007865535445897307,500
0,shock_x_occ6,-0.00011518183562463891,0.0010006100704286662,0.0009473830558925893,-0.0018727130225997721,0.0018059411143711746,-0.0016252190677186799,0.0015553952205842351,-0.0009851664660134544,0.0008942316378433849,500
0,shock_x_occ7,-0.00013119674669903595,0.0009468696990607001,0.000815057902308705,-0.0016802726004787965,0.001401492833236961,-0.0014674853693245038,0.0012882717457092098,-0.0009159500134388785,0.000691235361640699,500
0,shock_x_occ8,0.0005666628439924945,0.0009368012431763627,0.0008660910071848559,-0.0010014355977605552,0.002401347158384661,-0.0007221533203238318,0.0021709953684043225,-0.0002126050154889084,0.0014813499034259272,500
0,shock_x_occ9,-4.91481574090637e-5,0.0009063304764825488,0.0008476991532094078,-0.0017626385110308372,0.0016140721385978414,-0.0014367124373859093,0.0014755034581897593,-0.0007960121090846709,0.000842227420069631,500
0,shock_lag1,6.608713223217806e-6,2.4012853048138698e-5,2.8089558613823162e-5,-5.046327345141862e-5,5.771046036635268e-5,-4.203914270287212e-5,4.866063885387509e-5,-2.57257195815864e-5,3.257877652773007e-5,500
0,shock_lag2,-5.2880928855258725e-6,2.5265740269903207e-5,2.8926583199229046e-5,-6.830841875455428e-5,4.086373272648057e-5,-5.78608011524545e-5,3.4584401767075886e-5,-3.718664709693256e-5,2.116167851707864e-5,500
0,shock_lag3,-8.27946659181745e-6,2.7616424487785625e-5,3.145725131126722e-5,-7.503069548362306e-5,4.790950317384514e-5,-6.151746071726234e-5,4.101479703826633e-5,-3.950409411552426e-5,2.1811405132368068e-5,500
0,shock_lag4,-2.4745770579579656e-5,2.6658889991627282e-5,3.0011474610631498e-5,-8.25019488821686e-5,3.0472919894671974e-5,-7.34788331572317e-5,2.3581843838182953e-5,-5.105234106430648e-5,6.845975466828436e-6,500
0,shock_lag5,-2.4898949340427827e-5,2.4730502792638655e-5,2.8027890206778844e-5,-7.683985441568291e-5,3.0174088499360844e-5,-6.822110735615672e-5,2.2794683025252333e-5,-5.049753666527454e-5,4.7578103724355235e-6,500
0,shock_lag6,-1.745675639761589e-5,2.6731073215281472e-5,2.724861392408923e-5,-7.48717104963748e-5,3.3055470411636125e-5,-6.454089368454243e-5,2.5267950158833063e-5,-4.399997983213967e-5,6.767458627696091e-6,500
0,shock_lag7,1.0550149192490033e-5,2.208341877078174e-5,2.5001691903128355e-5,-3.502499973001964e-5,6.26920593235961e-5,-2.801316197331849e-5,5.064074481681177e-5,-1.2649836131015425e-5,3.5690279013906406e-5,500
