occ_group,occ_label,W_full,H_full,p_full,W_short,H_short,p_short,W_long,H_long,p_long,peak_horizon,peak_theta,peak_boot_se,bh_reject_full,bh_reject_short,bh_reject_long,persistence_type
2,Professional_specialty,81.06262202004059,37,0.0,28.43548079217169,12,0.006,25.695646363457573,13,0.018,7,0.003442480943652059,0.0013234742176029119,true,true,false,Temporary
3,High_tech,29.36918911344489,37,0.824,9.584290704753553,12,0.674,9.403576192049037,13,0.764,26,0.0020621905624026663,0.000994509407977577,false,false,false,Not_significant
4,Sales,20.769405370075642,37,0.99,12.08974401299865,12,0.43,3.072514793649505,13,0.998,5,-0.0015305863449209592,0.0008876596109365836,false,false,false,Not_significant
5,Administrative_support,18.730227823263544,37,0.992,5.914076909132415,12,0.918,6.627400421332994,13,0.924,16,0.0018740283540396162,0.0014188043527484726,false,false,false,Not_significant
6,Service,17.877798275887585,37,1.0,5.004599626385435,12,0.968,5.4501302965778144,13,0.972,17,0.0019338114152944138,0.0012747334181272307,false,false,false,Not_significant
7,Farming_forestry_construction,23.237226377054473,37,0.974,9.08825607263876,12,0.7,7.492814947363154,13,0.896,26,0.0017222795861274118,0.0010826589531038359,false,false,false,Not_significant
8,Precision_production_repair,19.72588553485657,37,0.992,5.261647804567136,12,0.95,5.387949001503868,13,0.972,14,0.0015254327479735123,0.0010808021959745262,false,false,false,Not_significant
9,Machine_operators_transport,21.123716300389194,37,0.978,8.36853912795996,12,0.77,7.614301278064776,13,0.852,3,0.002009467509030706,0.0011279521391256773,false,false,false,Not_significant
